mode,op,element_type,analysis,n,sparsity,select-matrix-repr,mean_ns,std_ns
naive,Minus,double,min max,4096,0.05,False,78200374.2,4253001.068951763
naive,Minus,double,min max,4096,0.1,False,76875804.5,1895696.8969948909
naive,Minus,double,min max,4096,0.2,False,78132060.0,2804176.1908211503
naive,Minus,double,min max,4096,0.25,True,77786443.2,3355765.5443130094
naive,Minus,double,min max,4096,1.0,True,76293409.2,1730692.103433435
naive,Minus,double,min max mean symmetry,1024,0.001,False,17845948.0,859081.5244832382
naive,Minus,double,min max mean symmetry,1024,0.01,False,18175291.5,106197.69129343428
naive,Minus,double,min max mean symmetry,1024,0.05,False,18214675.6,1367124.1901603537
naive,Minus,double,min max mean symmetry,1024,0.1,False,19974778.9,195301.50622702428
naive,Minus,double,min max mean symmetry,1024,0.2,False,20966092.5,1020475.0318987339
naive,Minus,double,min max mean symmetry,1024,0.25,True,21255047.9,240639.5784226559
naive,Minus,double,min max mean symmetry,1024,1.0,True,17908893.4,981440.3472032769
naive,Minus,double,min max mean symmetry,2048,0.001,False,61741658.2,410665.7552754497
naive,Minus,double,min max mean symmetry,2048,0.01,False,61654010.0,679691.4693399909
naive,Minus,double,min max mean symmetry,2048,0.05,False,64869838.4,881459.3667413391
naive,Minus,double,min max mean symmetry,2048,0.1,False,68578247.0,1174928.338286212
naive,Minus,double,min max mean symmetry,2048,0.2,False,73915958.5,1227319.563384936
naive,Minus,double,min max mean symmetry,2048,0.25,True,76620072.3,1095818.3143074245
naive,Minus,double,min max mean symmetry,2048,1.0,True,64541334.8,1051073.8388474472
naive,Minus,double,min max mean symmetry,4096,0.001,False,267638428.5,3280141.1405605795
naive,Minus,double,min max mean symmetry,4096,0.01,False,270380167.1,4925628.376549837
naive,Minus,double,min max mean symmetry,4096,0.05,False,282812507.5,3981512.7409902145
naive,Minus,double,min max mean symmetry,4096,0.1,False,296696975.7,5547699.218482786
naive,Minus,double,min max mean symmetry,4096,0.2,False,319252095.2,5128809.985486979
naive,Minus,double,min max mean symmetry,4096,0.25,True,327543233.2,3443486.9785877317
naive,Minus,double,min max mean symmetry,4096,1.0,True,271510864.6,4192756.19203919
naive,Minus,double,symmetry,1024,0.001,False,16585288.1,33980.31683342577
naive,Minus,double,symmetry,1024,0.01,False,16531808.2,674522.823483189
naive,Minus,double,symmetry,1024,0.05,False,17461457.0,835200.5842429576
naive,Minus,double,symmetry,1024,0.1,False,18424678.7,417734.77102211636
naive,Minus,double,symmetry,1024,0.2,False,19902536.2,1011802.1158477362
naive,Minus,double,symmetry,1024,0.25,True,20397828.5,784107.5994107017
naive,Minus,double,symmetry,1024,1.0,True,16850018.5,151906.12864620608
naive,Minus,double,symmetry,2048,0.001,False,55832498.6,1249758.5036566234
naive,Minus,double,symmetry,2048,0.01,False,56471725.8,809730.8479550206
naive,Minus,double,symmetry,2048,0.05,False,59577539.4,1042451.0768373625
naive,Minus,double,symmetry,2048,0.1,False,62490450.3,1151328.919069906
naive,Minus,double,symmetry,2048,0.2,False,68995371.7,1401089.3063915232
naive,Minus,double,symmetry,2048,0.25,True,71432423.8,1138118.974994539
naive,Minus,double,symmetry,2048,1.0,True,59595864.0,1133213.5517457519
naive,Minus,double,symmetry,4096,0.001,False,244482799.2,3673390.0321869757
naive,Minus,double,symmetry,4096,0.01,False,247774479.5,4962909.587262075
naive,Minus,double,symmetry,4096,0.05,False,259344318.5,3698630.689881539
naive,Minus,double,symmetry,4096,0.1,False,272358589.2,3438345.8861468323
naive,Minus,double,symmetry,4096,0.2,False,295370069.4,2933368.40698681
naive,Minus,double,symmetry,4096,0.25,True,304830541.4,4806069.511781817
naive,Minus,double,symmetry,4096,1.0,True,247334334.8,4204334.7067762455
naive,Minus,double,,1024,0.001,False,4604068.4,232801.68498206564
naive,Minus,double,,1024,0.01,False,4699390.4,61975.31945182339
naive,Minus,double,,1024,0.05,False,4711419.0,8499.623573363955
naive,Minus,double,,1024,0.1,False,4647609.8,259030.0370694058
naive,Minus,double,,1024,0.2,False,4734919.1,53923.43620243213
naive,Minus,double,,1024,0.25,True,4825068.7,117051.1015687403
naive,Minus,double,,1024,1.0,True,4787178.5,110985.04222466708
naive,Minus,double,,2048,0.001,False,14316329.3,519549.32585977274
naive,Minus,double,,2048,0.01,False,14335417.4,425113.4576884412
naive,Minus,double,,2048,0.05,False,14220771.2,556218.3704834718
naive,Minus,double,,2048,0.1,False,14553322.4,503820.1591137235
naive,Minus,double,,2048,0.2,False,14282386.6,483296.3413072082
naive,Minus,double,,2048,0.25,True,14386949.0,486098.0832452096
naive,Minus,double,,2048,1.0,True,15877003.5,1347569.927429309
naive,Minus,double,,4096,0.001,False,58693089.5,1466988.6989508856
naive,Minus,double,,4096,0.01,False,56973515.1,2095802.8483820513
naive,Minus,double,,4096,0.05,False,57893076.0,1855305.1227492956
naive,Minus,double,,4096,0.1,False,56519901.0,1861454.7121302737
naive,Minus,double,,4096,0.2,False,57338297.8,2090273.6058319572
naive,Minus,double,,4096,0.25,True,57362619.6,2380739.303736654
naive,Minus,double,,4096,1.0,True,58558247.9,2879297.8111928026
naive,Minus,int64_t,max,1024,0.001,False,5010857.6,248393.3700914293
naive,Minus,int64_t,max,1024,0.01,False,5088856.9,17795.741484661005
naive,Minus,int64_t,max,1024,0.05,False,5269550.2,21844.664676859684
naive,Minus,int64_t,max,1024,0.1,False,5151177.4,367218.5214047776
naive,Minus,int64_t,max,1024,0.2,False,5336532.9,13279.552790746478
naive,Minus,int64_t,max,1024,0.25,True,5354553.3,48045.69014559647
naive,Minus,int64_t,max,1024,1.0,True,5236346.7,298725.38026200206
naive,Minus,int64_t,max,2048,0.001,False,16345882.4,658751.0848583435
naive,Minus,int64_t,max,2048,0.01,False,15976220.5,442328.3228395572
naive,Minus,int64_t,max,2048,0.05,False,16309445.5,348394.50184820016
naive,Minus,int64_t,max,2048,0.1,False,16374374.7,650550.7220156798
naive,Minus,int64_t,max,2048,0.2,False,16444616.4,507895.1476782934
naive,Minus,int64_t,max,2048,0.25,True,16197835.0,578433.6180352361
naive,Minus,int64_t,max,2048,1.0,True,19373368.4,319306.88394681155
naive,Minus,int64_t,max,4096,0.001,False,65329200.6,1697066.8946352508
naive,Minus,int64_t,max,4096,0.01,False,66352605.7,3682539.901009752
naive,Minus,int64_t,max,4096,0.05,False,65895054.5,3006217.841532899
naive,Minus,int64_t,max,4096,0.1,False,64741445.4,1525425.9515829375
naive,Minus,int64_t,max,4096,0.2,False,65258563.8,1691395.0519331528
naive,Minus,int64_t,max,4096,0.25,True,67738408.3,2676816.0339217316
naive,Minus,int64_t,max,4096,1.0,True,65035959.5,2579029.949544693
naive,Minus,int64_t,mean,1024,0.001,False,7936697.5,30811.579941638796
naive,Minus,int64_t,mean,1024,0.01,False,7955382.3,70667.78736068908
naive,Minus,int64_t,mean,1024,0.05,False,7989597.9,24247.041434414677
naive,Minus,int64_t,mean,1024,0.1,False,7845720.2,433521.68885351054
naive,Minus,int64_t,mean,1024,0.2,False,7789737.0,465563.56301082374
naive,Minus,int64_t,mean,1024,0.25,True,7548709.4,748901.9585948188
naive,Minus,int64_t,mean,1024,1.0,True,7803210.6,457247.68130198814
naive,Minus,int64_t,mean,2048,0.001,False,26393465.9,671229.7089805398
naive,Minus,int64_t,mean,2048,0.01,False,26074668.8,543986.7300905623
naive,Minus,int64_t,mean,2048,0.05,False,26135491.0,815914.0222360035
naive,Minus,int64_t,mean,2048,0.1,False,26529250.6,892655.7253875413
naive,Minus,int64_t,mean,2048,0.2,False,26251812.3,850061.9358598458
naive,Minus,int64_t,mean,2048,0.25,True,26139447.4,854310.3366912991
naive,Minus,int64_t,mean,2048,1.0,True,29659780.3,1216803.2678735664
naive,Minus,int64_t,mean,4096,0.001,False,106632533.0,4370266.326909584
naive,Minus,int64_t,mean,4096,0.01,False,105908649.2,1842232.7922775184
naive,Minus,int64_t,mean,4096,0.05,False,105561400.0,1815502.7768053054
naive,Minus,int64_t,mean,4096,0.1,False,106533951.5,3327912.750434396
naive,Minus,int64_t,mean,4096,0.2,False,106597573.8,3885056.350099238
naive,Minus,int64_t,mean,4096,0.25,True,107146183.6,2801784.3458355935
naive,Minus,int64_t,mean,4096,1.0,True,107042281.6,2090098.2695226015
naive,Minus,int64_t,min,1024,0.001,False,5125130.1,116026.60415463152
naive,Minus,int64_t,min,1024,0.01,False,5124968.8,62627.5156120162
naive,Minus,int64_t,min,1024,0.05,False,5284969.9,23326.205761141417
naive,Minus,int64_t,min,1024,0.1,False,5320769.1,13661.695140062277
naive,Minus,int64_t,min,1024,0.2,False,5391442.2,474986.22623206436
naive,Minus,int64_t,min,1024,0.25,True,5285352.1,349175.16030924785
naive,Minus,int64_t,min,1024,1.0,True,5123989.6,55040.71068299246
naive,Minus,int64_t,min,2048,0.001,False,16377623.0,705291.3185230622
naive,Minus,int64_t,min,2048,0.01,False,15998842.5,507478.53972825554
naive,Minus,int64_t,min,2048,0.05,False,16280367.0,692594.0306037879
naive,Minus,int64_t,min,2048,0.1,False,16457819.3,506739.5023779312
naive,Minus,int64_t,min,2048,0.2,False,16168323.0,528573.3952229865
naive,Minus,int64_t,min,2048,0.25,True,16194557.8,484006.3889293198
naive,Minus,int64_t,min,2048,1.0,True,19468239.5,466254.76735108194
naive,Minus,int64_t,min,4096,0.001,False,66063545.8,2826713.9051756347
naive,Minus,int64_t,min,4096,0.01,False,66191904.9,2656410.675103881
naive,Minus,int64_t,min,4096,0.05,False,65763211.9,3140499.841615501
naive,Minus,int64_t,min,4096,0.1,False,66073336.8,2758615.392213669
naive,Minus,int64_t,min,4096,0.2,False,65668382.6,2937692.0432843645
naive,Minus,int64_t,min,4096,0.25,True,66345738.2,1858794.746087415
naive,Minus,int64_t,min,4096,1.0,True,64830473.0,2145338.7719783974
naive,Minus,int64_t,min max,1024,0.001,False,5451978.0,119882.86509385366
naive,Minus,int64_t,min max,1024,0.01,False,5446505.9,42301.29936919454
naive,Minus,int64_t,min max,1024,0.05,False,5680542.7,400747.415880502
naive,Minus,int64_t,min max,1024,0.1,False,5828088.6,73695.59144993383
naive,Minus,int64_t,min max,1024,0.2,False,5835700.6,45108.896688889276
naive,Minus,int64_t,min max,1024,0.25,True,5838892.7,45133.65174444596
naive,Minus,int64_t,min max,1024,1.0,True,5351501.3,250242.78055700226
naive,Minus,int64_t,min max,2048,0.001,False,18333781.6,794880.4672010894
naive,Minus,int64_t,min max,2048,0.01,False,18321573.8,813679.8037005578
naive,Minus,int64_t,min max,2048,0.05,False,18452930.0,607882.5860310341
naive,Minus,int64_t,min max,2048,0.1,False,18241950.6,506722.76008466666
naive,Minus,int64_t,min max,2048,0.2,False,18388055.3,471758.3530306943
naive,Minus,int64_t,min max,2048,0.25,True,18423355.6,934313.0727490776
naive,Minus,int64_t,min max,2048,1.0,True,21029139.0,1147241.4511570306
naive,Minus,int64_t,min max,4096,0.001,False,73940532.8,3503132.6770721376
naive,Minus,int64_t,min max,4096,0.01,False,73043208.1,1760982.2403173137
naive,Minus,int64_t,min max,4096,0.05,False,72841425.0,1378779.399612893
naive,Minus,int64_t,min max,4096,0.1,False,72918763.3,2373154.1943436586
naive,Minus,int64_t,min max,4096,0.2,False,74258510.8,3197090.7927473593
naive,Minus,int64_t,min max,4096,0.25,True,74020751.1,3398303.918979207
naive,Minus,int64_t,min max,4096,1.0,True,72750287.4,3619141.995459459
naive,Minus,int64_t,min max mean symmetry,1024,0.001,False,17739752.6,90883.7601251671
naive,Minus,int64_t,min max mean symmetry,1024,0.01,False,17771559.0,154830.0756306014
naive,Minus,int64_t,min max mean symmetry,1024,0.05,False,17633345.7,728034.3846161006
naive,Minus,int64_t,min max mean symmetry,1024,0.1,False,17954509.8,119956.80314717017
naive,Minus,int64_t,min max mean symmetry,1024,0.2,False,17882375.8,183235.8117452903
naive,Minus,int64_t,min max mean symmetry,1024,0.25,True,17790022.3,363761.41597940866
naive,Minus,int64_t,min max mean symmetry,1024,1.0,True,17592174.5,984985.7844375507
naive,Minus,int64_t,min max mean symmetry,2048,0.001,False,71694800.2,2134423.393138702
naive,Minus,int64_t,min max mean symmetry,2048,0.01,False,69935224.8,1531248.774295731
naive,Minus,int64_t,min max mean symmetry,2048,0.05,False,71308779.8,2593815.5310767717
naive,Minus,int64_t,min max mean symmetry,2048,0.1,False,71091536.4,2038468.6066264012
naive,Minus,int64_t,min max mean symmetry,2048,0.2,False,70935224.7,1756469.5523183893
naive,Minus,int64_t,min max mean symmetry,2048,0.25,True,70837142.7,1316201.9012063167
naive,Minus,int64_t,min max mean symmetry,2048,1.0,True,73733153.6,1178627.7079940808
naive,Minus,int64_t,min max mean symmetry,4096,0.001,False,301830172.1,3442583.357787369
naive,Minus,int64_t,min max mean symmetry,4096,0.01,False,304176041.3,4408916.02850673
naive,Minus,int64_t,min max mean symmetry,4096,0.05,False,304129205.9,7259578.051692263
naive,Minus,int64_t,min max mean symmetry,4096,0.1,False,308426593.4,9869113.625762979
naive,Minus,int64_t,min max mean symmetry,4096,0.2,False,303936159.0,7506741.447951804
naive,Minus,int64_t,min max mean symmetry,4096,0.25,True,302399954.7,2822672.1823032284
naive,Minus,int64_t,min max mean symmetry,4096,1.0,True,302214656.4,6165909.689122004
naive,Minus,int64_t,symmetry,1024,0.001,False,16184687.0,117195.98767970795
naive,Minus,int64_t,symmetry,1024,0.01,False,16102465.5,96301.56482431182
naive,Minus,int64_t,symmetry,1024,0.05,False,16108719.4,146062.04215043524
naive,Minus,int64_t,symmetry,1024,0.1,False,15803041.2,892934.46416717
naive,Minus,int64_t,symmetry,1024,0.2,False,16107594.2,143675.2904277946
naive,Minus,int64_t,symmetry,1024,0.25,True,15763388.4,685563.0795592124
naive,Minus,int64_t,symmetry,1024,1.0,True,16188215.9,133579.17750445497
naive,Minus,int64_t,symmetry,2048,0.001,False,55005515.6,1207762.6987040672
naive,Minus,int64_t,symmetry,2048,0.01,False,53947831.1,865071.2110892568
naive,Minus,int64_t,symmetry,2048,0.05,False,54660346.0,966201.9523753818
naive,Minus,int64_t,symmetry,2048,0.1,False,54775398.3,1264111.911779795
naive,Minus,int64_t,symmetry,2048,0.2,False,54557040.0,1282035.097016892
naive,Minus,int64_t,symmetry,2048,0.25,True,54012573.8,958708.3593090584
naive,Minus,int64_t,symmetry,2048,1.0,True,57447289.2,915034.316631992
naive,Minus,int64_t,symmetry,4096,0.001,False,237573702.1,3716958.262370412
naive,Minus,int64_t,symmetry,4096,0.01,False,236791564.7,5581036.896373454
naive,Minus,int64_t,symmetry,4096,0.05,False,238368689.5,3964840.5325958245
naive,Minus,int64_t,symmetry,4096,0.1,False,239651583.7,3768770.432996888
naive,Minus,int64_t,symmetry,4096,0.2,False,239613814.0,2930988.8073623437
naive,Minus,int64_t,symmetry,4096,0.25,True,238091091.2,4702251.350384736
naive,Minus,int64_t,symmetry,4096,1.0,True,238904621.3,5189604.789103679
naive,Minus,int64_t,,1024,0.001,False,4274315.4,266777.4768742252
naive,Minus,int64_t,,1024,0.01,False,4349040.4,10641.68118714757
naive,Minus,int64_t,,1024,0.05,False,4250569.9,318488.8196744991
naive,Minus,int64_t,,1024,0.1,False,4417849.2,32360.912034943303
naive,Minus,int64_t,,1024,0.2,False,4457320.9,65677.10331014247
naive,Minus,int64_t,,1024,0.25,True,4480218.2,81705.60959906958
naive,Minus,int64_t,,1024,1.0,True,4396954.5,91579.52055423999
naive,Minus,int64_t,,2048,0.001,False,13324582.0,525553.1918096713
naive,Minus,int64_t,,2048,0.01,False,12974255.3,493491.79420939845
naive,Minus,int64_t,,2048,0.05,False,13264896.2,542983.9494347263
naive,Minus,int64_t,,2048,0.1,False,13150800.1,451555.71698356845
naive,Minus,int64_t,,2048,0.2,False,13396950.5,495648.5829046512
naive,Minus,int64_t,,2048,0.25,True,13529215.5,579711.3729026902
naive,Minus,int64_t,,2048,1.0,True,16493753.3,503383.65066971193
naive,Minus,int64_t,,4096,0.001,False,53987095.2,1808611.067205366
naive,Minus,int64_t,,4096,0.01,False,53376516.5,1960695.9959244777
naive,Minus,int64_t,,4096,0.05,False,53428690.2,1987599.039917636
naive,Minus,int64_t,,4096,0.1,False,53456130.1,2073594.9429918109
naive,Minus,int64_t,,4096,0.2,False,53710794.5,1782412.9700288784
naive,Minus,int64_t,,4096,0.25,True,52584451.2,1958928.6322733085
naive,Minus,int64_t,,4096,1.0,True,53184967.9,2319982.9878618815
naive,exp,double,max,1024,0.001,False,9528518.7,60977.53434767768
naive,exp,double,max,1024,0.01,False,9682562.2,193665.636086644
naive,exp,double,max,1024,0.05,False,9919451.2,761125.5560288181
naive,exp,double,max,1024,0.1,False,10437010.4,693820.9814788443
naive,exp,double,max,1024,0.2,False,11692147.8,98762.94776078718
naive,exp,double,max,1024,0.25,True,12014440.1,606397.8461363192
