mode,op,element_type,analysis,n,sparsity,select-matrix-repr,mean_ns,std_ns
naive,idxMin,double,min,1024,1.0,True,1469553.7,144237.2919879291
naive,idxMin,double,min,2048,0.001,False,5347913.1,22286.115435649983
naive,idxMin,double,min,2048,0.01,False,5398196.1,166398.06269067913
naive,idxMin,double,min,2048,0.05,False,5455537.8,334590.9898729758
naive,idxMin,double,min,2048,0.1,False,5408847.6,163991.8656622267
naive,idxMin,double,min,2048,0.2,False,5379875.4,114762.51635461998
naive,idxMin,double,min,2048,0.25,True,5494743.8,480955.9668784198
naive,idxMin,double,min,2048,1.0,True,5741888.8,402837.113362433
naive,idxMin,double,min,4096,0.001,False,21506106.4,124380.14590422207
naive,idxMin,double,min,4096,0.01,False,22374381.4,2040562.8808461542
naive,idxMin,double,min,4096,0.05,False,21774368.3,977657.364225553
naive,idxMin,double,min,4096,0.1,False,21487691.1,46202.231315645644
naive,idxMin,double,min,4096,0.2,False,21519655.2,124237.55677893864
naive,idxMin,double,min,4096,0.25,True,22223724.5,1913702.0215559658
naive,idxMin,double,min,4096,1.0,True,21314932.5,170883.2528165551
naive,idxMin,double,min max,1024,0.001,False,1519037.9,14319.46041387191
naive,idxMin,double,min max,1024,0.01,False,1520444.0,7810.837485329114
naive,idxMin,double,min max,1024,0.05,False,1465682.0,144335.75275416384
naive,idxMin,double,min max,1024,0.1,False,1518480.5,9671.624731369835
naive,idxMin,double,min max,1024,0.2,False,1503839.5,11296.682396467837
naive,idxMin,double,min max,1024,0.25,True,1503319.0,13339.79338503995
naive,idxMin,double,min max,1024,1.0,True,1462356.7,142641.2208117898
naive,idxMin,double,min max,2048,0.001,False,5463181.6,229293.0227858377
naive,idxMin,double,min max,2048,0.01,False,5523628.9,468096.9406582951
naive,idxMin,double,min max,2048,0.05,False,5536284.1,298056.14286776795
naive,idxMin,double,min max,2048,0.1,False,5580578.4,509946.71207559627
naive,idxMin,double,min max,2048,0.2,False,5422728.8,263351.89712617506
naive,idxMin,double,min max,2048,0.25,True,5541443.4,335107.7290501602
naive,idxMin,double,min max,2048,1.0,True,5815180.0,380053.64170834847
naive,idxMin,double,min max,4096,0.001,False,21710290.6,868582.2772095278
naive,idxMin,double,min max,4096,0.01,False,22091136.0,1958076.1713200936
naive,idxMin,double,min max,4096,0.05,False,21739780.4,815881.4243341982
naive,idxMin,double,min max,4096,0.1,False,21722743.9,808375.547336818
naive,idxMin,double,min max,4096,0.2,False,21899597.7,858621.0810402213
naive,idxMin,double,min max,4096,0.25,True,22408947.0,1658711.8453177253
naive,idxMin,double,min max,4096,1.0,True,21617861.6,865145.1829426854
naive,idxMin,double,min max mean,1024,0.001,False,1470821.7,144830.46614810635
naive,idxMin,double,min max mean,1024,0.01,False,1385390.4,222001.68262735708
naive,idxMin,double,min max mean,1024,0.05,False,1474298.8,145862.4766596567
naive,idxMin,double,min max mean,1024,0.1,False,1472051.1,146521.7551116178
naive,idxMin,double,min max mean,1024,0.2,False,1466555.4,141419.53774983773
naive,idxMin,double,min max mean,1024,0.25,True,1507102.4,24088.07449156345
naive,idxMin,double,min max mean,1024,1.0,True,1473225.4,145434.70609574442
naive,idxMin,double,min max mean,2048,0.001,False,5412379.3,199178.45562546267
naive,idxMin,double,min max mean,2048,0.01,False,5551888.7,460283.0899220971
naive,idxMin,double,min max mean,2048,0.05,False,5381983.4,125670.20535265218
naive,idxMin,double,min max mean,2048,0.1,False,5341733.2,12744.374487069474
naive,idxMin,double,min max mean,2048,0.2,False,5488905.4,321691.72889280884
naive,idxMin,double,min max mean,2048,0.25,True,5433959.1,259759.44681247344
naive,idxMin,double,min max mean,2048,1.0,True,5621607.1,351943.2490253855
naive,idxMin,double,min max mean,4096,0.001,False,21975498.5,1181988.3238986428
naive,idxMin,double,min max mean,4096,0.01,False,21545049.3,130178.49802145586
naive,idxMin,double,min max mean,4096,0.05,False,22936197.4,1540793.8718229495
naive,idxMin,double,min max mean,4096,0.1,False,21890483.2,1086981.702677219
naive,idxMin,double,min max mean,4096,0.2,False,21870067.0,1100007.2533747721
naive,idxMin,double,min max mean,4096,0.25,True,23049699.6,2353175.1020213906
naive,idxMin,double,min max mean,4096,1.0,True,22269164.5,1500932.5603397554
naive,idxMin,double,,1024,0.001,False,1515659.05,9640.360500329605
naive,idxMin,double,,1024,0.01,False,1472164.1,141631.39644045624
naive,idxMin,double,,1024,0.05,False,1487335.35,101906.76931509243
naive,idxMin,double,,1024,0.1,False,1507878.2,9364.42924666472
naive,idxMin,double,,1024,0.2,False,1498555.1,29996.479259897715
naive,idxMin,double,,1024,0.25,True,1502829.05,8583.623290128848
naive,idxMin,double,,1024,1.0,True,1441522.4,165433.86049873763
naive,idxMin,double,,2048,0.001,False,5517842.8,300158.1875349625
naive,idxMin,double,,2048,0.01,False,5606724.15,479869.0691828866
naive,idxMin,double,,2048,0.05,False,5427915.3,285928.9205333712
naive,idxMin,double,,2048,0.1,False,5484927.8,437948.98215679
naive,idxMin,double,,2048,0.2,False,5495870.55,397850.3059708546
naive,idxMin,double,,2048,0.25,True,5533322.75,429069.8971449601
naive,idxMin,double,,2048,1.0,True,5771614.35,368232.2387599084
naive,idxMin,double,,4096,0.001,False,22361517.1,2163065.9025371447
naive,idxMin,double,,4096,0.01,False,21956886.0,964082.3817795265
naive,idxMin,double,,4096,0.05,False,21519647.55,118378.33708850417
naive,idxMin,double,,4096,0.1,False,21894419.35,1323056.2448579455
naive,idxMin,double,,4096,0.2,False,22083821.55,1827400.8524242549
naive,idxMin,double,,4096,0.25,True,22113050.95,1603192.8716192532
naive,idxMin,double,,4096,1.0,True,21795120.55,1112491.678319886
