result_repr,element_type,analysis,n,sparsity,time_ns
DenseMatrix,double,"AnalysisFlag::min",1024,0.001,11474
DenseMatrix,double,"AnalysisFlag::min",1024,0.001,7837
DenseMatrix,double,"AnalysisFlag::min",1024,0.001,11026
DenseMatrix,double,"AnalysisFlag::min",1024,0.001,12023
DenseMatrix,double,"AnalysisFlag::min",1024,0.001,18205
DenseMatrix,double,"AnalysisFlag::min",1024,0.001,7002
DenseMatrix,double,"AnalysisFlag::min",1024,0.001,6517
DenseMatrix,double,"AnalysisFlag::min",1024,0.001,5088
DenseMatrix,double,"AnalysisFlag::min",1024,0.001,7396
DenseMatrix,double,"AnalysisFlag::min",1024,0.001,4586
DenseMatrix,double,"AnalysisFlag::min",2048,0.001,13425
DenseMatrix,double,"AnalysisFlag::min",2048,0.001,14927
DenseMatrix,double,"AnalysisFlag::min",2048,0.001,14636
DenseMatrix,double,"AnalysisFlag::min",2048,0.001,16182
DenseMatrix,double,"AnalysisFlag::min",2048,0.001,21165
DenseMatrix,double,"AnalysisFlag::min",2048,0.001,10862
DenseMatrix,double,"AnalysisFlag::min",2048,0.001,15105
DenseMatrix,double,"AnalysisFlag::min",2048,0.001,11390
DenseMatrix,double,"AnalysisFlag::min",2048,0.001,12574
DenseMatrix,double,"AnalysisFlag::min",2048,0.001,11801
DenseMatrix,double,"AnalysisFlag::min",4096,0.001,29910
DenseMatrix,double,"AnalysisFlag::min",4096,0.001,30985
DenseMatrix,double,"AnalysisFlag::min",4096,0.001,29660
DenseMatrix,double,"AnalysisFlag::min",4096,0.001,28052
DenseMatrix,double,"AnalysisFlag::min",4096,0.001,30191
DenseMatrix,double,"AnalysisFlag::min",4096,0.001,27074
DenseMatrix,double,"AnalysisFlag::min",4096,0.001,28720
DenseMatrix,double,"AnalysisFlag::min",4096,0.001,27176
DenseMatrix,double,"AnalysisFlag::min",4096,0.001,23726
DenseMatrix,double,"AnalysisFlag::min",4096,0.001,21146
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.001,7411
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.001,5816
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.001,7622
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.001,8356
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.001,11440
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.001,5742
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.001,5329
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.001,4616
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.001,5371
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.001,4357
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.001,10858
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.001,11593
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.001,11583
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.001,11893
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.001,14833
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.001,9048
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.001,11589
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.001,9135
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.001,10704
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.001,10006
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.001,21371
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.001,22946
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.001,22217
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.001,22049
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.001,22081
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.001,20753
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.001,20710
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.001,20646
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.001,18489
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.001,17670
DenseMatrix,double,"AnalysisFlag::min",1024,0.01,14878
DenseMatrix,double,"AnalysisFlag::min",1024,0.01,17813
DenseMatrix,double,"AnalysisFlag::min",1024,0.01,17512
DenseMatrix,double,"AnalysisFlag::min",1024,0.01,16930
DenseMatrix,double,"AnalysisFlag::min",1024,0.01,17732
DenseMatrix,double,"AnalysisFlag::min",1024,0.01,15894
DenseMatrix,double,"AnalysisFlag::min",1024,0.01,16663
DenseMatrix,double,"AnalysisFlag::min",1024,0.01,17535
DenseMatrix,double,"AnalysisFlag::min",1024,0.01,14043
DenseMatrix,double,"AnalysisFlag::min",1024,0.01,10611
DenseMatrix,double,"AnalysisFlag::min",2048,0.01,21432
DenseMatrix,double,"AnalysisFlag::min",2048,0.01,21386
DenseMatrix,double,"AnalysisFlag::min",2048,0.01,21206
DenseMatrix,double,"AnalysisFlag::min",2048,0.01,20646
DenseMatrix,double,"AnalysisFlag::min",2048,0.01,21520
DenseMatrix,double,"AnalysisFlag::min",2048,0.01,19838
DenseMatrix,double,"AnalysisFlag::min",2048,0.01,21529
DenseMatrix,double,"AnalysisFlag::min",2048,0.01,21404
DenseMatrix,double,"AnalysisFlag::min",2048,0.01,21116
DenseMatrix,double,"AnalysisFlag::min",2048,0.01,20330
DenseMatrix,double,"AnalysisFlag::min",4096,0.01,29394
DenseMatrix,double,"AnalysisFlag::min",4096,0.01,29362
DenseMatrix,double,"AnalysisFlag::min",4096,0.01,29353
DenseMatrix,double,"AnalysisFlag::min",4096,0.01,29502
DenseMatrix,double,"AnalysisFlag::min",4096,0.01,29437
DenseMatrix,double,"AnalysisFlag::min",4096,0.01,29180
DenseMatrix,double,"AnalysisFlag::min",4096,0.01,29736
DenseMatrix,double,"AnalysisFlag::min",4096,0.01,29640
DenseMatrix,double,"AnalysisFlag::min",4096,0.01,28905
DenseMatrix,double,"AnalysisFlag::min",4096,0.01,29234
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.01,9653
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.01,11551
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.01,11447
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.01,11106
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.01,11244
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.01,10324
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.01,10999
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.01,11195
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.01,9352
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.01,7294
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.01,15232
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.01,15197
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.01,15163
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.01,16318
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.01,14875
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.01,14410
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.01,14845
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.01,14862
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.01,14688
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.01,13775
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.01,23045
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.01,22375
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.01,22238
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.01,22764
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.01,21385
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.01,21832
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.01,22221
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.01,23170
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.01,22111
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.01,22686
DenseMatrix,double,"AnalysisFlag::min",1024,0.05,17730
DenseMatrix,double,"AnalysisFlag::min",1024,0.05,17928
DenseMatrix,double,"AnalysisFlag::min",1024,0.05,17676
DenseMatrix,double,"AnalysisFlag::min",1024,0.05,17960
DenseMatrix,double,"AnalysisFlag::min",1024,0.05,18020
DenseMatrix,double,"AnalysisFlag::min",1024,0.05,17758
DenseMatrix,double,"AnalysisFlag::min",1024,0.05,18105
DenseMatrix,double,"AnalysisFlag::min",1024,0.05,17934
DenseMatrix,double,"AnalysisFlag::min",1024,0.05,17327
DenseMatrix,double,"AnalysisFlag::min",1024,0.05,17843
DenseMatrix,double,"AnalysisFlag::min",2048,0.05,21432
DenseMatrix,double,"AnalysisFlag::min",2048,0.05,21287
DenseMatrix,double,"AnalysisFlag::min",2048,0.05,21116
DenseMatrix,double,"AnalysisFlag::min",2048,0.05,21145
DenseMatrix,double,"AnalysisFlag::min",2048,0.05,21083
DenseMatrix,double,"AnalysisFlag::min",2048,0.05,21155
DenseMatrix,double,"AnalysisFlag::min",2048,0.05,21446
DenseMatrix,double,"AnalysisFlag::min",2048,0.05,21082
DenseMatrix,double,"AnalysisFlag::min",2048,0.05,20959
DenseMatrix,double,"AnalysisFlag::min",2048,0.05,21086
DenseMatrix,double,"AnalysisFlag::min",4096,0.05,28922
DenseMatrix,double,"AnalysisFlag::min",4096,0.05,28366
DenseMatrix,double,"AnalysisFlag::min",4096,0.05,28136
DenseMatrix,double,"AnalysisFlag::min",4096,0.05,28144
DenseMatrix,double,"AnalysisFlag::min",4096,0.05,27990
DenseMatrix,double,"AnalysisFlag::min",4096,0.05,28118
DenseMatrix,double,"AnalysisFlag::min",4096,0.05,28366
DenseMatrix,double,"AnalysisFlag::min",4096,0.05,27931
DenseMatrix,double,"AnalysisFlag::min",4096,0.05,29610
DenseMatrix,double,"AnalysisFlag::min",4096,0.05,28328
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.05,10868
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.05,10807
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.05,10822
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.05,11226
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.05,11156
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.05,11226
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.05,11295
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.05,10879
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.05,10733
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.05,11209
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.05,14401
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.05,14207
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.05,14354
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.05,14759
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.05,14573
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.05,14432
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.05,14467
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.05,14756
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.05,14632
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.05,14492
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.05,22419
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.05,21228
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.05,22278
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.05,20915
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.05,20667
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.05,20151
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.05,21398
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.05,21215
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.05,21036
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.05,20362
DenseMatrix,double,"AnalysisFlag::min",1024,0.1,17243
DenseMatrix,double,"AnalysisFlag::min",1024,0.1,17613
DenseMatrix,double,"AnalysisFlag::min",1024,0.1,17500
DenseMatrix,double,"AnalysisFlag::min",1024,0.1,17145
DenseMatrix,double,"AnalysisFlag::min",1024,0.1,17306
DenseMatrix,double,"AnalysisFlag::min",1024,0.1,17244
DenseMatrix,double,"AnalysisFlag::min",1024,0.1,17591
DenseMatrix,double,"AnalysisFlag::min",1024,0.1,17404
DenseMatrix,double,"AnalysisFlag::min",1024,0.1,17373
DenseMatrix,double,"AnalysisFlag::min",1024,0.1,17431
DenseMatrix,double,"AnalysisFlag::min",2048,0.1,21187
DenseMatrix,double,"AnalysisFlag::min",2048,0.1,20809
DenseMatrix,double,"AnalysisFlag::min",2048,0.1,21825
DenseMatrix,double,"AnalysisFlag::min",2048,0.1,20730
DenseMatrix,double,"AnalysisFlag::min",2048,0.1,20678
DenseMatrix,double,"AnalysisFlag::min",2048,0.1,20778
DenseMatrix,double,"AnalysisFlag::min",2048,0.1,20827
DenseMatrix,double,"AnalysisFlag::min",2048,0.1,20659
DenseMatrix,double,"AnalysisFlag::min",2048,0.1,20838
DenseMatrix,double,"AnalysisFlag::min",2048,0.1,20772
DenseMatrix,double,"AnalysisFlag::min",4096,0.1,28198
DenseMatrix,double,"AnalysisFlag::min",4096,0.1,27640
DenseMatrix,double,"AnalysisFlag::min",4096,0.1,27569
DenseMatrix,double,"AnalysisFlag::min",4096,0.1,27495
DenseMatrix,double,"AnalysisFlag::min",4096,0.1,27488
DenseMatrix,double,"AnalysisFlag::min",4096,0.1,27280
DenseMatrix,double,"AnalysisFlag::min",4096,0.1,27230
DenseMatrix,double,"AnalysisFlag::min",4096,0.1,27344
DenseMatrix,double,"AnalysisFlag::min",4096,0.1,27359
DenseMatrix,double,"AnalysisFlag::min",4096,0.1,27464
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.1,10869
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.1,11056
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.1,10802
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.1,10731
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.1,10836
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.1,10942
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.1,10907
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.1,11029
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.1,11193
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.1,10668
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.1,15058
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.1,13994
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.1,14126
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.1,14149
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.1,14147
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.1,14219
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.1,14141
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.1,13978
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.1,14152
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.1,14016
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.1,21520
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.1,20481
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.1,20395
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.1,20204
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.1,19725
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.1,22126
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.1,20125
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.1,19723
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.1,20327
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.1,19911
DenseMatrix,double,"AnalysisFlag::min",1024,0.2,17497
DenseMatrix,double,"AnalysisFlag::min",1024,0.2,17139
DenseMatrix,double,"AnalysisFlag::min",1024,0.2,17181
DenseMatrix,double,"AnalysisFlag::min",1024,0.2,17129
DenseMatrix,double,"AnalysisFlag::min",1024,0.2,16792
DenseMatrix,double,"AnalysisFlag::min",1024,0.2,17044
DenseMatrix,double,"AnalysisFlag::min",1024,0.2,16961
DenseMatrix,double,"AnalysisFlag::min",1024,0.2,16980
DenseMatrix,double,"AnalysisFlag::min",1024,0.2,17241
DenseMatrix,double,"AnalysisFlag::min",1024,0.2,16954
DenseMatrix,double,"AnalysisFlag::min",2048,0.2,20654
DenseMatrix,double,"AnalysisFlag::min",2048,0.2,19845
DenseMatrix,double,"AnalysisFlag::min",2048,0.2,19856
DenseMatrix,double,"AnalysisFlag::min",2048,0.2,19960
DenseMatrix,double,"AnalysisFlag::min",2048,0.2,19967
DenseMatrix,double,"AnalysisFlag::min",2048,0.2,21237
DenseMatrix,double,"AnalysisFlag::min",2048,0.2,20188
DenseMatrix,double,"AnalysisFlag::min",2048,0.2,19919
DenseMatrix,double,"AnalysisFlag::min",2048,0.2,20000
DenseMatrix,double,"AnalysisFlag::min",2048,0.2,19925
DenseMatrix,double,"AnalysisFlag::min",4096,0.2,27135
DenseMatrix,double,"AnalysisFlag::min",4096,0.2,25588
DenseMatrix,double,"AnalysisFlag::min",4096,0.2,25587
DenseMatrix,double,"AnalysisFlag::min",4096,0.2,25685
DenseMatrix,double,"AnalysisFlag::min",4096,0.2,25682
DenseMatrix,double,"AnalysisFlag::min",4096,0.2,25715
DenseMatrix,double,"AnalysisFlag::min",4096,0.2,25619
DenseMatrix,double,"AnalysisFlag::min",4096,0.2,25484
DenseMatrix,double,"AnalysisFlag::min",4096,0.2,25888
DenseMatrix,double,"AnalysisFlag::min",4096,0.2,25779
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.2,11241
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.2,10826
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.2,10850
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.2,10705
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.2,10740
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.2,10544
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.2,10524
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.2,10558
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.2,10617
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.2,11901
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.2,13987
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.2,13335
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.2,13286
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.2,13478
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.2,13318
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.2,13263
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.2,13130
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.2,13383
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.2,13308
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.2,13487
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.2,20155
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.2,18895
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.2,18387
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.2,18777
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.2,19544
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.2,19071
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.2,18544
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.2,18560
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.2,18901
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.2,18759
DenseMatrix,double,"AnalysisFlag::min",1024,0.25,17423
DenseMatrix,double,"AnalysisFlag::min",1024,0.25,17127
DenseMatrix,double,"AnalysisFlag::min",1024,0.25,16607
DenseMatrix,double,"AnalysisFlag::min",1024,0.25,17028
DenseMatrix,double,"AnalysisFlag::min",1024,0.25,16834
DenseMatrix,double,"AnalysisFlag::min",1024,0.25,16753
DenseMatrix,double,"AnalysisFlag::min",1024,0.25,16759
DenseMatrix,double,"AnalysisFlag::min",1024,0.25,16692
DenseMatrix,double,"AnalysisFlag::min",1024,0.25,16875
DenseMatrix,double,"AnalysisFlag::min",1024,0.25,17052
DenseMatrix,double,"AnalysisFlag::min",2048,0.25,20482
DenseMatrix,double,"AnalysisFlag::min",2048,0.25,19754
DenseMatrix,double,"AnalysisFlag::min",2048,0.25,20925
DenseMatrix,double,"AnalysisFlag::min",2048,0.25,19450
DenseMatrix,double,"AnalysisFlag::min",2048,0.25,19670
DenseMatrix,double,"AnalysisFlag::min",2048,0.25,19492
DenseMatrix,double,"AnalysisFlag::min",2048,0.25,19568
DenseMatrix,double,"AnalysisFlag::min",2048,0.25,19457
DenseMatrix,double,"AnalysisFlag::min",2048,0.25,19567
DenseMatrix,double,"AnalysisFlag::min",2048,0.25,19548
DenseMatrix,double,"AnalysisFlag::min",4096,0.25,28062
DenseMatrix,double,"AnalysisFlag::min",4096,0.25,25196
DenseMatrix,double,"AnalysisFlag::min",4096,0.25,24972
DenseMatrix,double,"AnalysisFlag::min",4096,0.25,24955
DenseMatrix,double,"AnalysisFlag::min",4096,0.25,25028
DenseMatrix,double,"AnalysisFlag::min",4096,0.25,25097
DenseMatrix,double,"AnalysisFlag::min",4096,0.25,24956
DenseMatrix,double,"AnalysisFlag::min",4096,0.25,24903
DenseMatrix,double,"AnalysisFlag::min",4096,0.25,24991
DenseMatrix,double,"AnalysisFlag::min",4096,0.25,25250
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.25,11073
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.25,10583
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.25,10622
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.25,10531
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.25,10617
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.25,10480
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.25,10491
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.25,10434
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.25,10631
DenseMatrix,int64_t,"AnalysisFlag::min",1024,0.25,10549
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.25,13962
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.25,13116
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.25,13099
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.25,12953
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.25,13253
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.25,13096
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.25,12999
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.25,12818
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.25,13063
DenseMatrix,int64_t,"AnalysisFlag::min",2048,0.25,13037
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.25,19778
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.25,18167
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.25,18086
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.25,18011
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.25,18164
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.25,18122
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.25,19489
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.25,17989
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.25,18278
DenseMatrix,int64_t,"AnalysisFlag::min",4096,0.25,17957
DenseMatrix,double,"AnalysisFlag::min",1024,1,16535
DenseMatrix,double,"AnalysisFlag::min",1024,1,16439
DenseMatrix,double,"AnalysisFlag::min",1024,1,16280
DenseMatrix,double,"AnalysisFlag::min",1024,1,16529
DenseMatrix,double,"AnalysisFlag::min",1024,1,16274
DenseMatrix,double,"AnalysisFlag::min",1024,1,16427
DenseMatrix,double,"AnalysisFlag::min",1024,1,16287
DenseMatrix,double,"AnalysisFlag::min",1024,1,16433
DenseMatrix,double,"AnalysisFlag::min",1024,1,16587
DenseMatrix,double,"AnalysisFlag::min",1024,1,16671
DenseMatrix,double,"AnalysisFlag::min",2048,1,18512
DenseMatrix,double,"AnalysisFlag::min",2048,1,18297
DenseMatrix,double,"AnalysisFlag::min",2048,1,18341
DenseMatrix,double,"AnalysisFlag::min",2048,1,19085
DenseMatrix,double,"AnalysisFlag::min",2048,1,18542
DenseMatrix,double,"AnalysisFlag::min",2048,1,18499
DenseMatrix,double,"AnalysisFlag::min",2048,1,18581
DenseMatrix,double,"AnalysisFlag::min",2048,1,18573
DenseMatrix,double,"AnalysisFlag::min",2048,1,18587
DenseMatrix,double,"AnalysisFlag::min",2048,1,18838
DenseMatrix,double,"AnalysisFlag::min",4096,1,22932
DenseMatrix,double,"AnalysisFlag::min",4096,1,22815
DenseMatrix,double,"AnalysisFlag::min",4096,1,22930
DenseMatrix,double,"AnalysisFlag::min",4096,1,23257
DenseMatrix,double,"AnalysisFlag::min",4096,1,23584
DenseMatrix,double,"AnalysisFlag::min",4096,1,22939
DenseMatrix,double,"AnalysisFlag::min",4096,1,23130
DenseMatrix,double,"AnalysisFlag::min",4096,1,23479
DenseMatrix,double,"AnalysisFlag::min",4096,1,23129
DenseMatrix,double,"AnalysisFlag::min",4096,1,22442
DenseMatrix,int64_t,"AnalysisFlag::min",1024,1,10345
DenseMatrix,int64_t,"AnalysisFlag::min",1024,1,10136
DenseMatrix,int64_t,"AnalysisFlag::min",1024,1,10069
DenseMatrix,int64_t,"AnalysisFlag::min",1024,1,10259
DenseMatrix,int64_t,"AnalysisFlag::min",1024,1,10148
DenseMatrix,int64_t,"AnalysisFlag::min",1024,1,10130
DenseMatrix,int64_t,"AnalysisFlag::min",1024,1,10095
DenseMatrix,int64_t,"AnalysisFlag::min",1024,1,10335
DenseMatrix,int64_t,"AnalysisFlag::min",1024,1,10373
DenseMatrix,int64_t,"AnalysisFlag::min",1024,1,10277
DenseMatrix,int64_t,"AnalysisFlag::min",2048,1,11975
DenseMatrix,int64_t,"AnalysisFlag::min",2048,1,12083
DenseMatrix,int64_t,"AnalysisFlag::min",2048,1,12294
DenseMatrix,int64_t,"AnalysisFlag::min",2048,1,12604
DenseMatrix,int64_t,"AnalysisFlag::min",2048,1,12271
DenseMatrix,int64_t,"AnalysisFlag::min",2048,1,12234
DenseMatrix,int64_t,"AnalysisFlag::min",2048,1,12349
DenseMatrix,int64_t,"AnalysisFlag::min",2048,1,12273
DenseMatrix,int64_t,"AnalysisFlag::min",2048,1,12392
DenseMatrix,int64_t,"AnalysisFlag::min",2048,1,12235
DenseMatrix,int64_t,"AnalysisFlag::min",4096,1,16099
DenseMatrix,int64_t,"AnalysisFlag::min",4096,1,16576
DenseMatrix,int64_t,"AnalysisFlag::min",4096,1,18251
DenseMatrix,int64_t,"AnalysisFlag::min",4096,1,16361
DenseMatrix,int64_t,"AnalysisFlag::min",4096,1,17145
DenseMatrix,int64_t,"AnalysisFlag::min",4096,1,16435
DenseMatrix,int64_t,"AnalysisFlag::min",4096,1,16720
DenseMatrix,int64_t,"AnalysisFlag::min",4096,1,17018
DenseMatrix,int64_t,"AnalysisFlag::min",4096,1,16578
DenseMatrix,int64_t,"AnalysisFlag::min",4096,1,16191
