op,element_type,analysis,n,sparsity,mean_ns,std_ns,kernel,approach,mode,select-matrix-repr
IDXMAX,double,min,2048,0.25,2201951.0,30350.720090304272,AggCol,fused,,
IDXMAX,double,min,2048,1.0,2361973.0,15528.800518892467,AggCol,fused,,
IDXMAX,double,min,4096,0.25,9331427.0,16093.236709182507,AggCol,fused,,
IDXMAX,double,min,4096,1.0,9578934.0,51799.13281127398,AggCol,fused,,
IDXMAX,double,max+min,1024,0.25,472504.9,8986.59174610215,AggCol,fused,,
IDXMAX,double,max+min,1024,1.0,493340.2,39745.79531304748,AggCol,fused,,
IDXMAX,double,max+min,2048,0.25,2249431.0,26220.58328446901,AggCol,fused,,
IDXMAX,double,max+min,2048,1.0,2299006.0,31492.06573796727,AggCol,fused,,
IDXMAX,double,max+min,4096,0.25,9347048.0,13176.657643980305,AggCol,fused,,
IDXMAX,double,max+min,4096,1.0,9374990.0,10240.916842636114,AggCol,fused,,
IDXMAX,double,max+mean+min+numDistinctApprox+sparsity,1024,0.25,735868.9,52170.88460573047,AggCol,fused,,
IDXMAX,double,max+mean+min+numDistinctApprox+sparsity,1024,1.0,759079.8,64782.96231057464,AggCol,fused,,
IDXMAX,double,max+mean+min+numDistinctApprox+sparsity,2048,0.25,3018093.0,67732.30495446353,AggCol,fused,,
IDXMAX,double,max+mean+min+numDistinctApprox+sparsity,2048,1.0,3067200.0,102441.82338175055,AggCol,fused,,
IDXMAX,double,max+mean+min+numDistinctApprox+sparsity,4096,0.25,11810140.0,131575.2273205123,AggCol,fused,,
IDXMAX,double,max+mean+min+numDistinctApprox+sparsity,4096,1.0,11927540.0,88801.60408961587,AggCol,fused,,
IDXMAX,double,numDistinct,1024,0.25,632344.7,12674.068416784474,AggCol,fused,,
IDXMAX,double,numDistinct,1024,1.0,650976.4,37397.63280149634,AggCol,fused,,
IDXMAX,double,numDistinct,2048,0.25,2618206.0,28407.099738543428,AggCol,fused,,
IDXMAX,double,numDistinct,2048,1.0,2649557.0,35703.9587129743,AggCol,fused,,
IDXMAX,double,numDistinct,4096,0.25,10630730.0,18217.02805374959,AggCol,fused,,
IDXMAX,double,numDistinct,4096,1.0,10660070.0,23811.157515379677,AggCol,fused,,
IDXMAX,double,numDistinctApprox,1024,0.25,673284.9,10744.30932013157,AggCol,fused,,
IDXMAX,double,numDistinctApprox,1024,1.0,704256.2,50763.94574192284,AggCol,fused,,
IDXMAX,double,numDistinctApprox,2048,0.25,2896520.0,20994.514098264368,AggCol,fused,,
IDXMAX,double,numDistinctApprox,2048,1.0,2948617.0,49808.930491094274,AggCol,fused,,
IDXMAX,double,numDistinctApprox,4096,0.25,11558630.0,18168.1681336708,AggCol,fused,,
IDXMAX,double,numDistinctApprox,4096,1.0,11604570.0,33246.85615880771,AggCol,fused,,
IDXMAX,double,sparsity,1024,0.25,666513.4,54286.34030193764,AggCol,fused,,
IDXMAX,double,sparsity,1024,1.0,725128.6,61873.96195169663,AggCol,fused,,
IDXMAX,double,sparsity,2048,0.25,2977754.0,80057.63607135382,AggCol,fused,,
IDXMAX,double,sparsity,2048,1.0,2985811.0,173230.53621306684,AggCol,fused,,
IDXMAX,double,sparsity,4096,0.25,12151790.0,434245.9657587827,AggCol,fused,,
IDXMAX,double,sparsity,4096,1.0,12217720.0,385209.8816085706,AggCol,fused,,
IDXMAX,int64_t,min,1024,0.25,347713.5,10932.70123426858,AggCol,fused,,
IDXMAX,int64_t,min,1024,1.0,373370.2,62119.31795218332,AggCol,fused,,
IDXMAX,int64_t,min,2048,0.25,1967917.0,86847.04524494644,AggCol,fused,,
IDXMAX,int64_t,min,2048,1.0,2180244.0,25368.116997522688,AggCol,fused,,
IDXMAX,int64_t,min,4096,0.25,9023950.0,11946.627604103038,AggCol,fused,,
IDXMAX,int64_t,min,4096,1.0,9061618.0,21742.341078079706,AggCol,fused,,
IDXMAX,int64_t,max+min,1024,0.25,403177.7,18734.554675785595,AggCol,fused,,
IDXMAX,int64_t,max+min,1024,1.0,416381.8,54747.13631841091,AggCol,fused,,
IDXMAX,int64_t,max+min,2048,0.25,2075299.0,48552.85469350786,AggCol,fused,,
IDXMAX,int64_t,max+min,2048,1.0,2119503.0,56013.195677447264,AggCol,fused,,
IDXMAX,int64_t,max+min,4096,0.25,8941659.0,37923.85161229167,AggCol,fused,,
IDXMAX,int64_t,max+min,4096,1.0,8969509.0,34801.34143327738,AggCol,fused,,
IDXMAX,int64_t,max+mean+min+numDistinctApprox+sparsity,1024,0.25,575305.7,25922.500964091647,AggCol,fused,,
IDXMAX,int64_t,max+mean+min+numDistinctApprox+sparsity,1024,1.0,577929.2,43843.18573887319,AggCol,fused,,
IDXMAX,int64_t,max+mean+min+numDistinctApprox+sparsity,2048,0.25,2334621.0,18498.07164123993,AggCol,fused,,
IDXMAX,int64_t,max+mean+min+numDistinctApprox+sparsity,2048,1.0,2359654.0,13106.931329982948,AggCol,fused,,
IDXMAX,int64_t,max+mean+min+numDistinctApprox+sparsity,4096,0.25,9337440.0,31071.62871674268,AggCol,fused,,
IDXMAX,int64_t,max+mean+min+numDistinctApprox+sparsity,4096,1.0,9291790.0,18824.499993359652,AggCol,fused,,
IDXMAX,int64_t,numDistinct,1024,0.25,474191.6,15005.790461611074,AggCol,fused,,
IDXMAX,int64_t,numDistinct,1024,1.0,483877.9,59533.46365317948,AggCol,fused,,
IDXMAX,int64_t,numDistinct,2048,0.25,2202560.0,75646.33941352794,AggCol,fused,,
IDXMAX,int64_t,numDistinct,2048,1.0,2278236.0,67868.46464546947,AggCol,fused,,
IDXMAX,int64_t,numDistinct,4096,0.25,9257082.0,18618.795640725893,AggCol,fused,,
IDXMAX,int64_t,numDistinct,4096,1.0,9227229.0,17118.131031161116,AggCol,fused,,
IDXMAX,int64_t,numDistinctApprox,1024,0.25,504366.6,11602.426625495204,AggCol,fused,,
IDXMAX,int64_t,numDistinctApprox,1024,1.0,516875.2,60445.04898721376,AggCol,fused,,
IDXMAX,int64_t,numDistinctApprox,2048,0.25,2269171.0,69822.52731827395,AggCol,fused,,
IDXMAX,int64_t,numDistinctApprox,2048,1.0,2311470.0,92150.34189362032,AggCol,fused,,
IDXMAX,int64_t,numDistinctApprox,4096,0.25,9444732.0,27863.436734664792,AggCol,fused,,
IDXMAX,int64_t,numDistinctApprox,4096,1.0,9414950.0,23655.88721650489,AggCol,fused,,
IDXMAX,int64_t,sparsity,1024,0.25,420193.5,8067.516446286988,AggCol,fused,,
IDXMAX,int64_t,sparsity,1024,1.0,437750.6,56744.94010962075,AggCol,fused,,
IDXMAX,int64_t,sparsity,2048,0.25,2164423.0,32876.8480004462,AggCol,fused,,
IDXMAX,int64_t,sparsity,2048,1.0,2213506.0,24468.55269751581,AggCol,fused,,
IDXMAX,int64_t,sparsity,4096,0.25,9195005.0,75270.00084879626,AggCol,fused,,
IDXMAX,int64_t,sparsity,4096,1.0,9147457.0,18218.37354004046,AggCol,fused,,
IDXMIN,double,min,1024,0.25,474693.1,10114.932431805955,AggCol,fused,,
IDXMIN,double,min,1024,1.0,514178.1,40273.109466491405,AggCol,fused,,
IDXMIN,double,min,2048,0.25,2246483.0,37719.291571643655,AggCol,fused,,
IDXMIN,double,min,2048,1.0,2359774.0,24807.615855709413,AggCol,fused,,
IDXMIN,double,min,4096,0.25,9362608.0,15185.830969104896,AggCol,fused,,
IDXMIN,double,min,4096,1.0,9562066.0,28512.48545228309,AggCol,fused,,
IDXMIN,double,max+min,1024,0.25,478566.2,11324.324741212791,AggCol,fused,,
IDXMIN,double,max+min,1024,1.0,501751.2,39816.6034792299,AggCol,fused,,
IDXMIN,double,max+min,2048,0.25,2250516.0,29955.43549267068,AggCol,fused,,
IDXMIN,double,max+min,2048,1.0,2295070.0,36321.55130069345,AggCol,fused,,
IDXMIN,double,max+min,4096,0.25,9349033.0,15766.223425763925,AggCol,fused,,
IDXMIN,double,max+min,4096,1.0,10352310.0,1037411.1287666468,AggCol,fused,,
IDXMIN,double,max+mean+min+numDistinctApprox+sparsity,1024,0.25,707974.0,20002.80076500398,AggCol,fused,,
IDXMIN,double,max+mean+min+numDistinctApprox+sparsity,1024,1.0,735852.3,50139.17512961075,AggCol,fused,,
IDXMIN,double,max+mean+min+numDistinctApprox+sparsity,2048,0.25,2993991.0,49768.00075237995,AggCol,fused,,
IDXMIN,double,max+mean+min+numDistinctApprox+sparsity,2048,1.0,3066010.0,61422.66664495918,AggCol,fused,,
IDXMIN,double,max+mean+min+numDistinctApprox+sparsity,4096,0.25,11881430.0,44794.22209764712,AggCol,fused,,
IDXMIN,double,max+mean+min+numDistinctApprox+sparsity,4096,1.0,11953250.0,45028.34292605782,AggCol,fused,,
IDXMIN,double,numDistinct,1024,0.25,668303.0,20854.03712047677,AggCol,fused,,
IDXMIN,double,numDistinct,1024,1.0,702299.5,28445.404261692453,AggCol,fused,,
IDXMIN,double,numDistinct,2048,0.25,2745986.0,54589.17723423856,AggCol,fused,,
IDXMIN,double,numDistinct,2048,1.0,2782293.0,74247.64239429495,AggCol,fused,,
IDXMIN,double,numDistinct,4096,0.25,11003520.0,149721.19125598494,AggCol,fused,,
IDXMIN,double,numDistinct,4096,1.0,11033260.0,167957.09240424726,AggCol,fused,,
IDXMIN,double,numDistinctApprox,1024,0.25,728073.9,63228.70190287179,AggCol,fused,,
IDXMIN,double,numDistinctApprox,1024,1.0,760788.9,55443.75940927286,AggCol,fused,,
IDXMIN,double,numDistinctApprox,2048,0.25,2973206.0,88905.94733262289,AggCol,fused,,
IDXMIN,double,numDistinctApprox,2048,1.0,3196620.0,150955.91725916398,AggCol,fused,,
IDXMIN,double,numDistinctApprox,4096,0.25,11761830.0,271273.4211086666,AggCol,fused,,
IDXMIN,double,numDistinctApprox,4096,1.0,11884810.0,279162.8097246002,AggCol,fused,,
IDXMIN,double,sparsity,1024,0.25,623577.2,21843.221027230546,AggCol,fused,,
IDXMIN,double,sparsity,1024,1.0,647373.5,50245.16357764641,AggCol,fused,,
IDXMIN,double,sparsity,2048,0.25,2855039.0,47863.40366083467,AggCol,fused,,
IDXMIN,double,sparsity,2048,1.0,2905425.0,71439.41166393302,AggCol,fused,,
IDXMIN,double,sparsity,4096,0.25,11565960.0,131067.03289199428,AggCol,fused,,
IDXMIN,double,sparsity,4096,1.0,11587480.0,173315.9016875769,AggCol,fused,,
IDXMIN,int64_t,min,1024,0.25,354907.3,13612.71272703898,AggCol,fused,,
IDXMIN,int64_t,min,1024,1.0,374039.7,60411.9844402674,AggCol,fused,,
IDXMIN,int64_t,min,2048,0.25,2034349.0,76969.29091094274,AggCol,fused,,
IDXMIN,int64_t,min,2048,1.0,2187019.0,25440.93789763093,AggCol,fused,,
IDXMIN,int64_t,min,4096,0.25,9041567.0,24701.207370401025,AggCol,fused,,
IDXMIN,int64_t,min,4096,1.0,9055902.0,14785.516035784687,AggCol,fused,,
IDXMIN,int64_t,max+min,1024,0.25,353566.3,14273.142650524518,AggCol,fused,,
IDXMIN,int64_t,max+min,1024,1.0,378034.4,65272.37076061441,AggCol,fused,,
IDXMIN,int64_t,max+min,2048,0.25,1986058.0,61188.957209977394,AggCol,fused,,
IDXMIN,int64_t,max+min,2048,1.0,2133554.0,70877.585424135,AggCol,fused,,
IDXMIN,int64_t,max+min,4096,0.25,9029847.0,12500.161821174872,AggCol,fused,,
IDXMIN,int64_t,max+min,4096,1.0,9069002.0,8400.286767592175,AggCol,fused,,
IDXMIN,int64_t,max+mean+min+numDistinctApprox+sparsity,1024,0.25,504908.1,11832.750759837898,AggCol,fused,,
IDXMIN,int64_t,max+mean+min+numDistinctApprox+sparsity,1024,1.0,516693.1,61555.07907999506,AggCol,fused,,
IDXMIN,int64_t,max+mean+min+numDistinctApprox+sparsity,2048,0.25,2225937.0,56943.79081359283,AggCol,fused,,
IDXMIN,int64_t,max+mean+min+numDistinctApprox+sparsity,2048,1.0,2309037.0,88236.25534136557,AggCol,fused,,
IDXMIN,int64_t,max+mean+min+numDistinctApprox+sparsity,4096,0.25,9497602.0,117289.03451635106,AggCol,fused,,
IDXMIN,int64_t,max+mean+min+numDistinctApprox+sparsity,4096,1.0,9397295.0,12558.355562908864,AggCol,fused,,
IDXMIN,int64_t,numDistinct,1024,0.25,455974.3,11614.127728762063,AggCol,fused,,
IDXMIN,int64_t,numDistinct,1024,1.0,459027.2,52097.34738139532,AggCol,fused,,
IDXMIN,int64_t,numDistinct,2048,0.25,2194775.0,84813.86210729678,AggCol,fused,,
IDXMIN,int64_t,numDistinct,2048,1.0,2262345.0,21423.89229601163,AggCol,fused,,
IDXMIN,int64_t,numDistinct,4096,0.25,9215201.0,5019.919100720418,AggCol,fused,,
IDXMIN,int64_t,numDistinct,4096,1.0,9196462.0,15183.148407216406,AggCol,fused,,
IDXMIN,int64_t,numDistinctApprox,1024,0.25,503996.6,10769.062903624545,AggCol,fused,,
IDXMIN,int64_t,numDistinctApprox,1024,1.0,505378.6,53888.66589387997,AggCol,fused,,
IDXMIN,int64_t,numDistinctApprox,2048,0.25,2297698.0,77248.88619117935,AggCol,fused,,
IDXMIN,int64_t,numDistinctApprox,2048,1.0,2347142.0,22761.239860780828,AggCol,fused,,
IDXMIN,int64_t,numDistinctApprox,4096,0.25,9434277.0,13671.06843747874,AggCol,fused,,
IDXMIN,int64_t,numDistinctApprox,4096,1.0,9398322.0,11257.174305008364,AggCol,fused,,
IDXMIN,int64_t,sparsity,1024,0.25,442749.4,16939.376311488646,AggCol,fused,,
IDXMIN,int64_t,sparsity,1024,1.0,437333.1,61401.51153486914,AggCol,fused,,
IDXMIN,int64_t,sparsity,2048,0.25,2179519.0,58459.98944197273,AggCol,fused,,
IDXMIN,int64_t,sparsity,2048,1.0,2214056.0,36324.320961765225,AggCol,fused,,
IDXMIN,int64_t,sparsity,4096,0.25,9150240.0,38089.12005634498,AggCol,fused,,
IDXMIN,int64_t,sparsity,4096,1.0,9167039.0,27749.876656382505,AggCol,fused,,
MEAN,double,min,1024,0.001,6581.4,833.6751565607951,AggCol,fused,,
MEAN,double,min,1024,0.01,25312.8,284.6864942353258,AggCol,fused,,
MEAN,double,min,1024,0.05,109655.1,656.087130053794,AggCol,fused,,
MEAN,double,min,1024,0.1,218634.6,1810.046911608156,AggCol,fused,,
MEAN,double,min,1024,0.2,436456.2,3981.991483890655,AggCol,fused,,
MEAN,double,min,1024,0.25,1286964.0,1305.4262820158744,AggCol,fused,,
MEAN,double,min,1024,1.0,1293502.0,17254.65721350485,AggCol,fused,,
MEAN,double,min,2048,0.001,16742.0,783.9885203241178,AggCol,fused,,
MEAN,double,min,2048,0.01,91837.0,818.7783582875152,AggCol,fused,,
MEAN,double,min,2048,0.05,438181.1,7490.803761205387,AggCol,fused,,
MEAN,double,min,2048,0.1,866943.4,16817.89270192118,AggCol,fused,,
MEAN,double,min,2048,0.2,1709958.0,2397.6089941625123,AggCol,fused,,
MEAN,double,min,2048,0.25,5169714.0,2256.862128413279,AggCol,fused,,
MEAN,double,min,2048,1.0,5170589.0,3514.4003755974954,AggCol,fused,,
MEAN,double,min,4096,0.001,52284.4,1402.0281499789292,AggCol,fused,,
MEAN,double,min,4096,0.01,387355.3,2205.9727534330286,AggCol,fused,,
MEAN,double,min,4096,0.05,1867528.0,7499.312264764301,AggCol,fused,,
MEAN,double,min,4096,0.1,3817675.0,9258.151063312283,AggCol,fused,,
MEAN,double,min,4096,0.2,7771473.0,3596.062816161256,AggCol,fused,,
MEAN,double,min,4096,0.25,20666420.0,4994.174383997756,AggCol,fused,,
MEAN,double,min,4096,1.0,20673250.0,9214.029158481031,AggCol,fused,,
MEAN,double,max+min,1024,0.001,5285.1,708.5430199438216,AggCol,fused,,
MEAN,double,max+min,1024,0.01,20358.7,339.13551863525026,AggCol,fused,,
MEAN,double,max+min,1024,0.05,94928.3,8003.71198673882,AggCol,fused,,
MEAN,double,max+min,1024,0.1,205192.8,18475.330643861285,AggCol,fused,,
MEAN,double,max+min,1024,0.2,390917.5,11268.594659988024,AggCol,fused,,
MEAN,double,max+min,1024,0.25,1061627.0,1644.9116828706556,AggCol,fused,,
MEAN,double,max+min,1024,1.0,1066969.0,16792.68388978432,AggCol,fused,,
MEAN,double,max+min,2048,0.001,14135.8,351.16339976331994,AggCol,fused,,
MEAN,double,max+min,2048,0.01,76249.6,2164.812652915307,AggCol,fused,,
MEAN,double,max+min,2048,0.05,389116.5,15151.18572000958,AggCol,fused,,
MEAN,double,max+min,2048,0.1,732130.8,11423.475203865655,AggCol,fused,,
MEAN,double,max+min,2048,0.2,1427401.0,8985.519771029121,AggCol,fused,,
MEAN,double,max+min,2048,0.25,4335741.0,7224.2253717766525,AggCol,fused,,
MEAN,double,max+min,2048,1.0,4336567.0,8846.052540854302,AggCol,fused,,
MEAN,double,max+min,4096,0.001,44111.6,520.9280607189881,AggCol,fused,,
MEAN,double,max+min,4096,0.01,342228.8,16727.497546787374,AggCol,fused,,
MEAN,double,max+min,4096,0.05,1572139.0,12766.473845367182,AggCol,fused,,
MEAN,double,max+min,4096,0.1,3184143.0,19163.93432698221,AggCol,fused,,
MEAN,double,max+min,4096,0.2,6484686.0,23840.00102535419,AggCol,fused,,
MEAN,double,max+min,4096,0.25,17455390.0,5424.317673424249,AggCol,fused,,
MEAN,double,max+min,4096,1.0,17457550.0,27811.838007102764,AggCol,fused,,
MEAN,double,max+mean+min+numDistinctApprox+sparsity,1024,0.001,88824.5,1934.6716201406853,AggCol,fused,,
MEAN,double,max+mean+min+numDistinctApprox+sparsity,1024,0.01,125639.1,2226.9409237287327,AggCol,fused,,
MEAN,double,max+mean+min+numDistinctApprox+sparsity,1024,0.05,189877.9,5634.21134084739,AggCol,fused,,
MEAN,double,max+mean+min+numDistinctApprox+sparsity,1024,0.1,266033.1,11742.81158316772,AggCol,fused,,
MEAN,double,max+mean+min+numDistinctApprox+sparsity,1024,0.2,425905.0,18636.018906050344,AggCol,fused,,
MEAN,double,max+mean+min+numDistinctApprox+sparsity,1024,0.25,1392469.0,3732.1201897997935,AggCol,fused,,
MEAN,double,max+mean+min+numDistinctApprox+sparsity,1024,1.0,1405184.0,40910.13517455055,AggCol,fused,,
MEAN,double,max+mean+min+numDistinctApprox+sparsity,2048,0.001,206169.0,3314.4713337457342,AggCol,fused,,
MEAN,double,max+mean+min+numDistinctApprox+sparsity,2048,0.01,259452.4,4237.573760747745,AggCol,fused,,
MEAN,double,max+mean+min+numDistinctApprox+sparsity,2048,0.05,508155.7,11885.762407650214,AggCol,fused,,
MEAN,double,max+mean+min+numDistinctApprox+sparsity,2048,0.1,818875.7,30919.77576837624,AggCol,fused,,
MEAN,double,max+mean+min+numDistinctApprox+sparsity,2048,0.2,1479821.0,32848.616561432245,AggCol,fused,,
MEAN,double,max+mean+min+numDistinctApprox+sparsity,2048,0.25,5455386.0,5770.523180594461,AggCol,fused,,
MEAN,double,max+mean+min+numDistinctApprox+sparsity,2048,1.0,5460001.0,13288.62040327066,AggCol,fused,,
MEAN,double,max+mean+min+numDistinctApprox+sparsity,4096,0.001,329451.7,4876.921730627497,AggCol,fused,,
MEAN,double,max+mean+min+numDistinctApprox+sparsity,4096,0.01,578179.2,2786.9585094388253,AggCol,fused,,
MEAN,double,max+mean+min+numDistinctApprox+sparsity,4096,0.05,1658545.0,8751.155161843866,AggCol,fused,,
MEAN,double,max+mean+min+numDistinctApprox+sparsity,4096,0.1,3102704.0,20232.9902222418,AggCol,fused,,
MEAN,double,max+mean+min+numDistinctApprox+sparsity,4096,0.2,6134747.0,41959.49556152667,AggCol,fused,,
MEAN,double,max+mean+min+numDistinctApprox+sparsity,4096,0.25,21868920.0,29634.65688832747,AggCol,fused,,
MEAN,double,max+mean+min+numDistinctApprox+sparsity,4096,1.0,21871580.0,51733.28608245282,AggCol,fused,,
MEAN,double,numDistinct,1024,0.001,55747.4,1661.855469046571,AggCol,fused,,
MEAN,double,numDistinct,1024,0.01,77876.5,1526.1280163283222,AggCol,fused,,
MEAN,double,numDistinct,1024,0.05,140626.9,12609.727906571885,AggCol,fused,,
MEAN,double,numDistinct,1024,0.1,217296.8,20753.634518641145,AggCol,fused,,
MEAN,double,numDistinct,1024,0.2,368451.4,10166.26640960738,AggCol,fused,,
MEAN,double,numDistinct,1024,0.25,1122410.0,2816.534513665081,AggCol,fused,,
MEAN,double,numDistinct,1024,1.0,1129848.0,20002.46695896394,AggCol,fused,,
MEAN,double,numDistinct,2048,0.001,146115.1,1663.4877316449713,AggCol,fused,,
MEAN,double,numDistinct,2048,0.01,181651.4,949.6178412627044,AggCol,fused,,
MEAN,double,numDistinct,2048,0.05,427968.2,9415.324893196432,AggCol,fused,,
MEAN,double,numDistinct,2048,0.1,686514.6,29171.47905136873,AggCol,fused,,
MEAN,double,numDistinct,2048,0.2,1240261.0,13049.071869932604,AggCol,fused,,
MEAN,double,numDistinct,2048,0.25,4467291.0,5618.430880197599,AggCol,fused,,
MEAN,double,numDistinct,2048,1.0,4469193.0,9982.952190832406,AggCol,fused,,
MEAN,double,numDistinct,4096,0.001,278190.1,2422.748368187576,AggCol,fused,,
MEAN,double,numDistinct,4096,0.01,503201.3,17573.44176148896,AggCol,fused,,
MEAN,double,numDistinct,4096,0.05,1402691.0,10830.178463698354,AggCol,fused,,
MEAN,double,numDistinct,4096,0.1,2609059.0,23614.90840314414,AggCol,fused,,
MEAN,double,numDistinct,4096,0.2,5162924.0,27118.814379196832,AggCol,fused,,
MEAN,double,numDistinct,4096,0.25,17759930.0,16849.335628181412,AggCol,fused,,
MEAN,double,numDistinct,4096,1.0,17768610.0,10957.437859483764,AggCol,fused,,
MEAN,double,numDistinctApprox,1024,0.001,89189.9,1972.889615090852,AggCol,fused,,
MEAN,double,numDistinctApprox,1024,0.01,125011.4,1500.606855020107,AggCol,fused,,
MEAN,double,numDistinctApprox,1024,0.05,185483.7,3464.5030443693468,AggCol,fused,,
MEAN,double,numDistinctApprox,1024,0.1,260146.1,10266.369091466668,AggCol,fused,,
MEAN,double,numDistinctApprox,1024,0.2,420665.0,13228.796518706202,AggCol,fused,,
MEAN,double,numDistinctApprox,1024,0.25,1710931.0,2005.461709100091,AggCol,fused,,
MEAN,double,numDistinctApprox,1024,1.0,1722123.0,34894.19182805836,AggCol,fused,,
MEAN,double,numDistinctApprox,2048,0.001,203756.9,1938.40853680424,AggCol,fused,,
MEAN,double,numDistinctApprox,2048,0.01,258027.4,3177.1307181165803,AggCol,fused,,
MEAN,double,numDistinctApprox,2048,0.05,511949.3,15010.36388669878,AggCol,fused,,
MEAN,double,numDistinctApprox,2048,0.1,818514.7,20118.56694173044,AggCol,fused,,
MEAN,double,numDistinctApprox,2048,0.2,1482032.0,37798.69333426458,AggCol,fused,,
MEAN,double,numDistinctApprox,2048,0.25,6673306.0,4698.591278244997,AggCol,fused,,
MEAN,double,numDistinctApprox,2048,1.0,6677099.0,2837.625963919686,AggCol,fused,,
MEAN,double,numDistinctApprox,4096,0.001,330036.0,5481.632238667608,AggCol,fused,,
MEAN,double,numDistinctApprox,4096,0.01,574359.3,4415.065346188108,AggCol,fused,,
MEAN,double,numDistinctApprox,4096,0.05,1655005.0,4627.111530005637,AggCol,fused,,
MEAN,double,numDistinctApprox,4096,0.1,3096133.0,19613.907792403057,AggCol,fused,,
MEAN,double,numDistinctApprox,4096,0.2,6118815.0,19224.456790476183,AggCol,fused,,
MEAN,double,numDistinctApprox,4096,0.25,26262300.0,14257.62953649728,AggCol,fused,,
MEAN,double,numDistinctApprox,4096,1.0,26251100.0,14597.183898881764,AggCol,fused,,
MEAN,double,sparsity,1024,0.001,4892.8,865.5109987105241,AggCol,fused,,
MEAN,double,sparsity,1024,0.01,19440.3,287.9058681042972,AggCol,fused,,
MEAN,double,sparsity,1024,0.05,84828.0,776.956455236284,AggCol,fused,,
MEAN,double,sparsity,1024,0.1,150973.8,15938.884275743883,AggCol,fused,,
MEAN,double,sparsity,1024,0.2,318928.0,21010.646898920342,AggCol,fused,,
MEAN,double,sparsity,1024,0.25,1605270.0,2354.21607617765,AggCol,fused,,
MEAN,double,sparsity,1024,1.0,1615819.0,31847.2780800983,AggCol,fused,,
MEAN,double,sparsity,2048,0.001,12540.8,336.76328646559983,AggCol,fused,,
MEAN,double,sparsity,2048,0.01,70517.4,227.62454466364977,AggCol,fused,,
MEAN,double,sparsity,2048,0.05,310465.3,26598.82262243952,AggCol,fused,,
MEAN,double,sparsity,2048,0.1,651443.4,1258.1702940734576,AggCol,fused,,
MEAN,double,sparsity,2048,0.2,1290449.0,27709.71728874588,AggCol,fused,,
MEAN,double,sparsity,2048,0.25,6484284.0,5351.2038105666425,AggCol,fused,,
MEAN,double,sparsity,2048,1.0,6498649.0,3778.67245941692,AggCol,fused,,
MEAN,double,sparsity,4096,0.001,36726.4,1013.3080259997718,AggCol,fused,,
MEAN,double,sparsity,4096,0.01,268404.6,9991.574986512936,AggCol,fused,,
MEAN,double,sparsity,4096,0.05,1323692.0,70211.90668255629,AggCol,fused,,
MEAN,double,sparsity,4096,0.1,2657319.0,10326.326064966195,AggCol,fused,,
MEAN,double,sparsity,4096,0.2,5340617.0,19634.993166962573,AggCol,fused,,
MEAN,double,sparsity,4096,0.25,25959940.0,7211.287448622956,AggCol,fused,,
MEAN,double,sparsity,4096,1.0,25970420.0,7173.996251895975,AggCol,fused,,
MEAN,int64_t,min,1024,0.001,6649.3,459.57227699000464,AggCol,fused,,
MEAN,int64_t,min,1024,0.01,22148.6,1267.451090443599,AggCol,fused,,
MEAN,int64_t,min,1024,0.05,88148.5,1866.862980748425,AggCol,fused,,
MEAN,int64_t,min,1024,0.1,169170.9,991.9924338869162,AggCol,fused,,
MEAN,int64_t,min,1024,0.2,330664.1,1577.1011698683144,AggCol,fused,,
MEAN,int64_t,min,1024,0.25,1525713.0,73174.37226698066,AggCol,fused,,
MEAN,int64_t,min,1024,1.0,1586823.0,52647.32536205215,AggCol,fused,,
MEAN,int64_t,min,2048,0.001,16191.6,67.19325362961185,AggCol,fused,,
MEAN,int64_t,min,2048,0.01,74856.6,474.2158908251715,AggCol,fused,,
MEAN,int64_t,min,2048,0.05,335024.4,943.2910709025316,AggCol,fused,,
MEAN,int64_t,min,2048,0.1,660138.0,2297.95566150049,AggCol,fused,,
MEAN,int64_t,min,2048,0.2,1197925.0,4370.772242979499,AggCol,fused,,
MEAN,int64_t,min,2048,0.25,5456985.0,6452.424608884064,AggCol,fused,,
MEAN,int64_t,min,2048,1.0,5454882.0,9251.918479729293,AggCol,fused,,
MEAN,int64_t,min,4096,0.001,45125.5,131.4984157065532,AggCol,fused,,
MEAN,int64_t,min,4096,0.01,281226.6,955.2954400486636,AggCol,fused,,
MEAN,int64_t,min,4096,0.05,1218494.0,1551.5024975809522,AggCol,fused,,
MEAN,int64_t,min,4096,0.1,2363236.0,16659.68000226231,AggCol,fused,,
MEAN,int64_t,min,4096,0.2,4626257.0,2837.710540402514,AggCol,fused,,
MEAN,int64_t,min,4096,0.25,21425490.0,5562.063965432006,AggCol,fused,,
MEAN,int64_t,min,4096,1.0,21437690.0,27035.4684730182,AggCol,fused,,
MEAN,int64_t,max+min,1024,0.001,5254.8,345.6005401230347,AggCol,fused,,
MEAN,int64_t,max+min,1024,0.01,15194.0,315.61263177086795,AggCol,fused,,
MEAN,int64_t,max+min,1024,0.05,66771.3,7086.72884968015,AggCol,fused,,
MEAN,int64_t,max+min,1024,0.1,132311.3,10301.389108594369,AggCol,fused,,
MEAN,int64_t,max+min,1024,0.2,258181.0,13342.467662817604,AggCol,fused,,
MEAN,int64_t,max+min,1024,0.25,1066927.0,2259.0856065624967,AggCol,fused,,
MEAN,int64_t,max+min,1024,1.0,1075574.0,18851.323678841403,AggCol,fused,,
MEAN,int64_t,max+min,2048,0.001,12482.1,91.96672103417474,AggCol,fused,,
