op,element_type,analysis,n,sparsity,mean_ns,std_ns,kernel,approach,mode,select-matrix-repr
IDXMAX,double,none,2048,0.001,5376945.6,143852.49879738828,AggRow,naive,naive,False
IDXMAX,double,none,2048,0.01,5373416.85,87824.47995997156,AggRow,naive,naive,False
IDXMAX,double,none,2048,0.05,5438311.45,249493.08585725623,AggRow,naive,naive,False
IDXMAX,double,none,2048,0.1,5486859.2,445144.5840380168,AggRow,naive,naive,False
IDXMAX,double,none,2048,0.2,5391107.05,201643.990614902,AggRow,naive,naive,False
IDXMAX,double,none,2048,0.25,5580633.2,472691.496766582,AggRow,naive,naive,True
IDXMAX,double,none,2048,1.0,5741125.8,384164.4522636244,AggRow,naive,naive,True
IDXMAX,double,none,4096,0.001,22516072.25,2221408.886382288,AggRow,naive,naive,False
IDXMAX,double,none,4096,0.01,22066131.7,1817277.4385773991,AggRow,naive,naive,False
IDXMAX,double,none,4096,0.05,22463346.45,2057038.19326916,AggRow,naive,naive,False
IDXMAX,double,none,4096,0.1,22032774.65,1501064.1486860784,AggRow,naive,naive,False
IDXMAX,double,none,4096,0.2,22036838.25,1469180.576819783,AggRow,naive,naive,False
IDXMAX,double,none,4096,0.25,22824308.15,2525503.5671909754,AggRow,naive,naive,True
IDXMAX,double,none,4096,1.0,21648227.0,994470.166682794,AggRow,naive,naive,True
IDXMAX,int64_t,max,1024,0.001,977352.5,8292.224232509765,AggRow,naive,naive,False
IDXMAX,int64_t,max,1024,0.01,976587.3,33509.94911316139,AggRow,naive,naive,False
IDXMAX,int64_t,max,1024,0.05,990932.8,12383.402869252945,AggRow,naive,naive,False
IDXMAX,int64_t,max,1024,0.1,974471.5,11845.7168185148,AggRow,naive,naive,False
IDXMAX,int64_t,max,1024,0.2,939452.2,7992.097343973956,AggRow,naive,naive,False
IDXMAX,int64_t,max,1024,0.25,922753.4,13498.54333046513,AggRow,naive,naive,True
IDXMAX,int64_t,max,1024,1.0,1022109.8,50824.72617798021,AggRow,naive,naive,True
IDXMAX,int64_t,max,2048,0.001,3116137.0,364940.4845584794,AggRow,naive,naive,False
IDXMAX,int64_t,max,2048,0.01,3085091.9,229849.1137833446,AggRow,naive,naive,False
IDXMAX,int64_t,max,2048,0.05,3125348.9,201017.2649398001,AggRow,naive,naive,False
IDXMAX,int64_t,max,2048,0.1,3045521.6,113486.54468379356,AggRow,naive,naive,False
IDXMAX,int64_t,max,2048,0.2,3038966.5,96528.56008025122,AggRow,naive,naive,False
IDXMAX,int64_t,max,2048,0.25,3121933.1,309261.4083114262,AggRow,naive,naive,True
IDXMAX,int64_t,max,2048,1.0,4169153.8,201933.59959694123,AggRow,naive,naive,True
IDXMAX,int64_t,max,4096,0.001,13532253.4,2089031.0779638807,AggRow,naive,naive,False
IDXMAX,int64_t,max,4096,0.01,12237069.3,83972.19729178892,AggRow,naive,naive,False
IDXMAX,int64_t,max,4096,0.05,12227627.6,100693.0257136899,AggRow,naive,naive,False
IDXMAX,int64_t,max,4096,0.1,13402704.6,2250447.482327272,AggRow,naive,naive,False
IDXMAX,int64_t,max,4096,0.2,12561846.2,944261.8128245058,AggRow,naive,naive,False
IDXMAX,int64_t,max,4096,0.25,12756394.1,1038376.3005494524,AggRow,naive,naive,True
IDXMAX,int64_t,max,4096,1.0,12701141.1,1198500.827332626,AggRow,naive,naive,True
IDXMAX,int64_t,mean,1024,0.001,980049.2,10193.296215323748,AggRow,naive,naive,False
IDXMAX,int64_t,mean,1024,0.01,994875.4,6789.194620866295,AggRow,naive,naive,False
IDXMAX,int64_t,mean,1024,0.05,996358.0,2550.98582251385,AggRow,naive,naive,False
IDXMAX,int64_t,mean,1024,0.1,977447.9,12143.7163307705,AggRow,naive,naive,False
IDXMAX,int64_t,mean,1024,0.2,942512.7,13856.29598614129,AggRow,naive,naive,False
IDXMAX,int64_t,mean,1024,0.25,942253.6,47611.16632611865,AggRow,naive,naive,True
IDXMAX,int64_t,mean,1024,1.0,1010005.4,7039.530164246284,AggRow,naive,naive,True
IDXMAX,int64_t,mean,2048,0.001,3139817.6,401016.8574858446,AggRow,naive,naive,False
IDXMAX,int64_t,mean,2048,0.01,3359376.9,581692.6286485844,AggRow,naive,naive,False
IDXMAX,int64_t,mean,2048,0.05,3041315.9,57437.28407856889,AggRow,naive,naive,False
IDXMAX,int64_t,mean,2048,0.1,3103547.8,242670.2501804088,AggRow,naive,naive,False
IDXMAX,int64_t,mean,2048,0.2,2965046.7,37236.665574702354,AggRow,naive,naive,False
IDXMAX,int64_t,mean,2048,0.25,2987579.6,21395.54909684618,AggRow,naive,naive,True
IDXMAX,int64_t,mean,2048,1.0,4113197.4,84546.51024692465,AggRow,naive,naive,True
IDXMAX,int64_t,mean,4096,0.001,13066388.8,1992650.533824389,AggRow,naive,naive,False
IDXMAX,int64_t,mean,4096,0.01,12205876.0,93280.72547483278,AggRow,naive,naive,False
IDXMAX,int64_t,mean,4096,0.05,12762693.9,1778846.1307562685,AggRow,naive,naive,False
IDXMAX,int64_t,mean,4096,0.1,12475892.2,618300.2464760954,AggRow,naive,naive,False
IDXMAX,int64_t,mean,4096,0.2,12580851.2,1106743.0243167265,AggRow,naive,naive,False
IDXMAX,int64_t,mean,4096,0.25,13323299.9,2172923.711431492,AggRow,naive,naive,True
IDXMAX,int64_t,mean,4096,1.0,12737614.9,1229306.596635359,AggRow,naive,naive,True
IDXMAX,int64_t,min,1024,0.001,975550.6,9654.91003698232,AggRow,naive,naive,False
IDXMAX,int64_t,min,1024,0.01,980733.4,36526.46388031559,AggRow,naive,naive,False
IDXMAX,int64_t,min,1024,0.05,979469.6,34104.362986443695,AggRow,naive,naive,False
IDXMAX,int64_t,min,1024,0.1,969146.3,28163.82638164705,AggRow,naive,naive,False
IDXMAX,int64_t,min,1024,0.2,936496.0,16310.062872009064,AggRow,naive,naive,False
IDXMAX,int64_t,min,1024,0.25,917426.8,12477.122218061517,AggRow,naive,naive,True
IDXMAX,int64_t,min,1024,1.0,986282.6,44011.55234253842,AggRow,naive,naive,True
IDXMAX,int64_t,min,2048,0.001,3007240.3,31077.657962844616,AggRow,naive,naive,False
IDXMAX,int64_t,min,2048,0.01,3118788.8,354171.57872634433,AggRow,naive,naive,False
IDXMAX,int64_t,min,2048,0.05,3192945.6,329224.6803797607,AggRow,naive,naive,False
IDXMAX,int64_t,min,2048,0.1,3082958.8,199510.61205014188,AggRow,naive,naive,False
IDXMAX,int64_t,min,2048,0.2,3050171.5,145651.11483209912,AggRow,naive,naive,False
IDXMAX,int64_t,min,2048,0.25,3031168.6,90875.7508936729,AggRow,naive,naive,True
IDXMAX,int64_t,min,2048,1.0,4002134.1,258849.6738467029,AggRow,naive,naive,True
IDXMAX,int64_t,min,4096,0.001,12459002.1,703944.2574561094,AggRow,naive,naive,False
IDXMAX,int64_t,min,4096,0.01,12756447.7,1779912.2244675152,AggRow,naive,naive,False
IDXMAX,int64_t,min,4096,0.05,12234934.7,93270.16825217428,AggRow,naive,naive,False
IDXMAX,int64_t,min,4096,0.1,12581162.8,1105977.3931286903,AggRow,naive,naive,False
IDXMAX,int64_t,min,4096,0.2,12858605.8,1755220.2088570476,AggRow,naive,naive,False
IDXMAX,int64_t,min,4096,0.25,12605285.3,1086558.4559966335,AggRow,naive,naive,True
IDXMAX,int64_t,min,4096,1.0,12431631.7,675265.4054975633,AggRow,naive,naive,True
IDXMAX,int64_t,max+min,1024,0.001,976273.3,14140.160057635669,AggRow,naive,naive,False
IDXMAX,int64_t,max+min,1024,0.01,968949.5,43989.21849536922,AggRow,naive,naive,False
IDXMAX,int64_t,max+min,1024,0.05,985494.4,7267.362706725968,AggRow,naive,naive,False
IDXMAX,int64_t,max+min,1024,0.1,976535.8,12761.070625582764,AggRow,naive,naive,False
IDXMAX,int64_t,max+min,1024,0.2,950988.0,8403.368002044044,AggRow,naive,naive,False
IDXMAX,int64_t,max+min,1024,0.25,929434.9,22972.206576402048,AggRow,naive,naive,True
IDXMAX,int64_t,max+min,1024,1.0,999654.5,37164.15898042391,AggRow,naive,naive,True
IDXMAX,int64_t,max+min,2048,0.001,3015970.6,23837.858345264256,AggRow,naive,naive,False
IDXMAX,int64_t,max+min,2048,0.01,3009031.5,24269.241723493014,AggRow,naive,naive,False
IDXMAX,int64_t,max+min,2048,0.05,3217589.7,423451.546681698,AggRow,naive,naive,False
IDXMAX,int64_t,max+min,2048,0.1,3192641.9,349638.02496850624,AggRow,naive,naive,False
IDXMAX,int64_t,max+min,2048,0.2,3134516.8,455680.075153074,AggRow,naive,naive,False
IDXMAX,int64_t,max+min,2048,0.25,3105307.5,357754.096988498,AggRow,naive,naive,True
IDXMAX,int64_t,max+min,2048,1.0,4240567.5,263335.5682340817,AggRow,naive,naive,True
IDXMAX,int64_t,max+min,4096,0.001,12697695.9,1781061.815988083,AggRow,naive,naive,False
IDXMAX,int64_t,max+min,4096,0.01,12673428.4,1008853.3074818932,AggRow,naive,naive,False
IDXMAX,int64_t,max+min,4096,0.05,12203397.5,49493.92510702697,AggRow,naive,naive,False
IDXMAX,int64_t,max+min,4096,0.1,12766556.7,1595445.4071965858,AggRow,naive,naive,False
IDXMAX,int64_t,max+min,4096,0.2,12277688.5,133412.79244531068,AggRow,naive,naive,False
IDXMAX,int64_t,max+min,4096,0.25,12259332.4,67094.12066509403,AggRow,naive,naive,True
IDXMAX,int64_t,max+min,4096,1.0,12191558.7,142658.5666859862,AggRow,naive,naive,True
IDXMAX,int64_t,max+mean+min,1024,0.001,983743.1,11215.139187227627,AggRow,naive,naive,False
IDXMAX,int64_t,max+mean+min,1024,0.01,993863.4,7014.277791286372,AggRow,naive,naive,False
IDXMAX,int64_t,max+mean+min,1024,0.05,995476.1,9513.875684727233,AggRow,naive,naive,False
IDXMAX,int64_t,max+mean+min,1024,0.1,961200.9,36678.5436898892,AggRow,naive,naive,False
IDXMAX,int64_t,max+mean+min,1024,0.2,940370.6,12191.627930674404,AggRow,naive,naive,False
IDXMAX,int64_t,max+mean+min,1024,0.25,923658.3,14430.619314114309,AggRow,naive,naive,True
IDXMAX,int64_t,max+mean+min,1024,1.0,1032806.8,58937.01461692436,AggRow,naive,naive,True
IDXMAX,int64_t,max+mean+min,2048,0.001,3121907.9,281281.98210828693,AggRow,naive,naive,False
IDXMAX,int64_t,max+mean+min,2048,0.01,3066692.0,220669.61231770104,AggRow,naive,naive,False
IDXMAX,int64_t,max+mean+min,2048,0.05,3207915.4,314150.0268312012,AggRow,naive,naive,False
IDXMAX,int64_t,max+mean+min,2048,0.1,3148612.8,354324.40790727985,AggRow,naive,naive,False
IDXMAX,int64_t,max+mean+min,2048,0.2,3120090.3,275784.0516136776,AggRow,naive,naive,False
IDXMAX,int64_t,max+mean+min,2048,0.25,3134467.5,302933.5336814368,AggRow,naive,naive,True
IDXMAX,int64_t,max+mean+min,2048,1.0,4180372.5,212740.78403814955,AggRow,naive,naive,True
IDXMAX,int64_t,max+mean+min,4096,0.001,13231813.6,2343478.951963995,AggRow,naive,naive,False
IDXMAX,int64_t,max+mean+min,4096,0.01,12168670.2,28277.201923497312,AggRow,naive,naive,False
IDXMAX,int64_t,max+mean+min,4096,0.05,12233731.7,89761.23918367444,AggRow,naive,naive,False
IDXMAX,int64_t,max+mean+min,4096,0.1,12831410.9,1744355.662444474,AggRow,naive,naive,False
IDXMAX,int64_t,max+mean+min,4096,0.2,12266488.3,118159.9641644513,AggRow,naive,naive,False
IDXMAX,int64_t,max+mean+min,4096,0.25,12801715.7,1831626.027701194,AggRow,naive,naive,True
IDXMAX,int64_t,max+mean+min,4096,1.0,12408280.5,679528.3468835407,AggRow,naive,naive,True
IDXMAX,int64_t,none,1024,0.001,967585.4,34758.67093092327,AggRow,naive,naive,False
IDXMAX,int64_t,none,1024,0.01,975284.15,34475.54540353283,AggRow,naive,naive,False
IDXMAX,int64_t,none,1024,0.05,986229.45,9239.305775213566,AggRow,naive,naive,False
IDXMAX,int64_t,none,1024,0.1,967788.2,17463.810043087735,AggRow,naive,naive,False
IDXMAX,int64_t,none,1024,0.2,942121.45,43503.36254211911,AggRow,naive,naive,False
IDXMAX,int64_t,none,1024,0.25,915676.95,14216.339922316252,AggRow,naive,naive,True
IDXMAX,int64_t,none,1024,1.0,998249.65,25171.36427157068,AggRow,naive,naive,True
IDXMAX,int64_t,none,2048,0.001,3163730.85,365947.945890536,AggRow,naive,naive,False
IDXMAX,int64_t,none,2048,0.01,3109603.0,277146.0634763212,AggRow,naive,naive,False
IDXMAX,int64_t,none,2048,0.05,3086796.7,145917.36496751563,AggRow,naive,naive,False
IDXMAX,int64_t,none,2048,0.1,3227798.45,481460.0331708668,AggRow,naive,naive,False
IDXMAX,int64_t,none,2048,0.2,3098875.35,346293.15228274977,AggRow,naive,naive,False
IDXMAX,int64_t,none,2048,0.25,3320528.55,487451.281713306,AggRow,naive,naive,True
IDXMAX,int64_t,none,2048,1.0,4120913.45,142050.2941120262,AggRow,naive,naive,True
IDXMAX,int64_t,none,4096,0.001,12599056.15,1486147.4973792676,AggRow,naive,naive,False
IDXMAX,int64_t,none,4096,0.01,13013628.4,2006515.892909881,AggRow,naive,naive,False
IDXMAX,int64_t,none,4096,0.05,13184790.05,2092089.6971066608,AggRow,naive,naive,False
IDXMAX,int64_t,none,4096,0.1,12648777.65,985723.5909747918,AggRow,naive,naive,False
IDXMAX,int64_t,none,4096,0.2,12662928.15,1141496.5465329543,AggRow,naive,naive,False
IDXMAX,int64_t,none,4096,0.25,12706181.5,1118205.2802387592,AggRow,naive,naive,True
IDXMAX,int64_t,none,4096,1.0,12562208.45,892937.5198139698,AggRow,naive,naive,True
IDXMIN,double,max,1024,0.001,1522052.4,9562.01001881926,AggRow,naive,naive,False
IDXMIN,double,max,1024,0.01,1518557.2,5333.264828726731,AggRow,naive,naive,False
IDXMIN,double,max,1024,0.05,1522058.4,23923.78717789749,AggRow,naive,naive,False
IDXMIN,double,max,1024,0.1,1471028.9,146118.31029412814,AggRow,naive,naive,False
IDXMIN,double,max,1024,0.2,1462505.0,144649.37489591085,AggRow,naive,naive,False
IDXMIN,double,max,1024,0.25,1410935.6,188051.84172409005,AggRow,naive,naive,True
IDXMIN,double,max,1024,1.0,1514773.2,15683.025457835349,AggRow,naive,naive,True
IDXMIN,double,max,2048,0.001,5491752.2,324483.0395039675,AggRow,naive,naive,False
IDXMIN,double,max,2048,0.01,5339803.2,13101.702177791793,AggRow,naive,naive,False
IDXMIN,double,max,2048,0.05,5354295.2,64824.56732649021,AggRow,naive,naive,False
IDXMIN,double,max,2048,0.1,5421307.0,200278.48065908448,AggRow,naive,naive,False
IDXMIN,double,max,2048,0.2,5523425.6,367110.7153943859,AggRow,naive,naive,False
IDXMIN,double,max,2048,0.25,5445991.9,282329.01902781986,AggRow,naive,naive,True
IDXMIN,double,max,2048,1.0,5582143.1,347458.63680202595,AggRow,naive,naive,True
IDXMIN,double,max,4096,0.001,22145573.3,1887742.222465065,AggRow,naive,naive,False
IDXMIN,double,max,4096,0.01,21441816.8,68575.33229117055,AggRow,naive,naive,False
IDXMIN,double,max,4096,0.05,23076459.1,2159245.283267304,AggRow,naive,naive,False
IDXMIN,double,max,4096,0.1,21629996.5,524658.8128118758,AggRow,naive,naive,False
IDXMIN,double,max,4096,0.2,22411118.5,2146802.4186572745,AggRow,naive,naive,False
IDXMIN,double,max,4096,0.25,21889524.4,1191355.1982067593,AggRow,naive,naive,True
IDXMIN,double,max,4096,1.0,21767954.3,1072448.9730676175,AggRow,naive,naive,True
IDXMIN,double,mean,1024,0.001,1477942.5,145903.47705341972,AggRow,naive,naive,False
IDXMIN,double,mean,1024,0.01,1478858.1,147505.57540306362,AggRow,naive,naive,False
IDXMIN,double,mean,1024,0.05,1519153.4,10505.858611058678,AggRow,naive,naive,False
IDXMIN,double,mean,1024,0.1,1517014.8,8385.038472051136,AggRow,naive,naive,False
IDXMIN,double,mean,1024,0.2,1509353.7,8797.917910884747,AggRow,naive,naive,False
IDXMIN,double,mean,1024,0.25,1509193.0,7296.89725537891,AggRow,naive,naive,True
IDXMIN,double,mean,1024,1.0,1514355.8,9312.1952871848,AggRow,naive,naive,True
IDXMIN,double,mean,2048,0.001,5345766.9,8152.589833230169,AggRow,naive,naive,False
IDXMIN,double,mean,2048,0.01,5518687.5,461520.2808162629,AggRow,naive,naive,False
IDXMIN,double,mean,2048,0.05,5434726.6,257991.28592613785,AggRow,naive,naive,False
IDXMIN,double,mean,2048,0.1,5507690.3,357416.9060781199,AggRow,naive,naive,False
IDXMIN,double,mean,2048,0.2,5635363.8,609319.451368638,AggRow,naive,naive,False
IDXMIN,double,mean,2048,0.25,5341332.6,9859.76712819436,AggRow,naive,naive,True
IDXMIN,double,mean,2048,1.0,6126241.8,9977.417911352528,AggRow,naive,naive,True
IDXMIN,double,mean,4096,0.001,21497536.0,127919.5049952204,AggRow,naive,naive,False
IDXMIN,double,mean,4096,0.01,21760979.9,867494.956637975,AggRow,naive,naive,False
IDXMIN,double,mean,4096,0.05,22455536.4,2189111.8780623847,AggRow,naive,naive,False
IDXMIN,double,mean,4096,0.1,22064349.6,1933987.0791290328,AggRow,naive,naive,False
IDXMIN,double,mean,4096,0.2,21752975.6,851233.2220586006,AggRow,naive,naive,False
IDXMIN,double,mean,4096,0.25,21854754.8,1123942.6975314077,AggRow,naive,naive,True
IDXMIN,double,mean,4096,1.0,21433183.7,93726.59629303604,AggRow,naive,naive,True
IDXMIN,double,min,1024,0.001,1515533.7,9825.574250111042,AggRow,naive,naive,False
IDXMIN,double,min,1024,0.01,1474199.7,145839.09762554528,AggRow,naive,naive,False
IDXMIN,double,min,1024,0.05,1516060.1,10129.863281407066,AggRow,naive,naive,False
IDXMIN,double,min,1024,0.1,1512031.8,10786.255562829334,AggRow,naive,naive,False
IDXMIN,double,min,1024,0.2,1462705.7,145562.9762756771,AggRow,naive,naive,False
IDXMIN,double,min,1024,0.25,1497438.7,25997.51799713023,AggRow,naive,naive,True
IDXMIN,double,min,1024,1.0,1469553.7,144237.2919879291,AggRow,naive,naive,True
IDXMIN,double,min,2048,0.001,5347913.1,22286.115435649983,AggRow,naive,naive,False
IDXMIN,double,min,2048,0.01,5398196.1,166398.06269067913,AggRow,naive,naive,False
IDXMIN,double,min,2048,0.05,5455537.8,334590.9898729758,AggRow,naive,naive,False
IDXMIN,double,min,2048,0.1,5408847.6,163991.8656622267,AggRow,naive,naive,False
IDXMIN,double,min,2048,0.2,5379875.4,114762.51635461998,AggRow,naive,naive,False
IDXMIN,double,min,2048,0.25,5494743.8,480955.9668784198,AggRow,naive,naive,True
IDXMIN,double,min,2048,1.0,5741888.8,402837.113362433,AggRow,naive,naive,True
IDXMIN,double,min,4096,0.001,21506106.4,124380.14590422208,AggRow,naive,naive,False
IDXMIN,double,min,4096,0.01,22374381.4,2040562.8808461544,AggRow,naive,naive,False
IDXMIN,double,min,4096,0.05,21774368.3,977657.364225553,AggRow,naive,naive,False
IDXMIN,double,min,4096,0.1,21487691.1,46202.23131564565,AggRow,naive,naive,False
IDXMIN,double,min,4096,0.2,21519655.2,124237.55677893864,AggRow,naive,naive,False
IDXMIN,double,min,4096,0.25,22223724.5,1913702.0215559655,AggRow,naive,naive,True
IDXMIN,double,min,4096,1.0,21314932.5,170883.2528165551,AggRow,naive,naive,True
IDXMIN,double,max+min,1024,0.001,1519037.9,14319.46041387191,AggRow,naive,naive,False
IDXMIN,double,max+min,1024,0.01,1520444.0,7810.837485329114,AggRow,naive,naive,False
IDXMIN,double,max+min,1024,0.05,1465682.0,144335.75275416384,AggRow,naive,naive,False
IDXMIN,double,max+min,1024,0.1,1518480.5,9671.624731369837,AggRow,naive,naive,False
IDXMIN,double,max+min,1024,0.2,1503839.5,11296.682396467835,AggRow,naive,naive,False
IDXMIN,double,max+min,1024,0.25,1503319.0,13339.79338503995,AggRow,naive,naive,True
IDXMIN,double,max+min,1024,1.0,1462356.7,142641.2208117898,AggRow,naive,naive,True
IDXMIN,double,max+min,2048,0.001,5463181.6,229293.0227858377,AggRow,naive,naive,False
IDXMIN,double,max+min,2048,0.01,5523628.9,468096.9406582951,AggRow,naive,naive,False
IDXMIN,double,max+min,2048,0.05,5536284.1,298056.14286776795,AggRow,naive,naive,False
IDXMIN,double,max+min,2048,0.1,5580578.4,509946.71207559627,AggRow,naive,naive,False
IDXMIN,double,max+min,2048,0.2,5422728.8,263351.89712617506,AggRow,naive,naive,False
IDXMIN,double,max+min,2048,0.25,5541443.4,335107.7290501602,AggRow,naive,naive,True
IDXMIN,double,max+min,2048,1.0,5815180.0,380053.64170834847,AggRow,naive,naive,True
IDXMIN,double,max+min,4096,0.001,21710290.6,868582.2772095278,AggRow,naive,naive,False
IDXMIN,double,max+min,4096,0.01,22091136.0,1958076.1713200936,AggRow,naive,naive,False
IDXMIN,double,max+min,4096,0.05,21739780.4,815881.4243341982,AggRow,naive,naive,False
IDXMIN,double,max+min,4096,0.1,21722743.9,808375.547336818,AggRow,naive,naive,False
IDXMIN,double,max+min,4096,0.2,21899597.7,858621.0810402213,AggRow,naive,naive,False
IDXMIN,double,max+min,4096,0.25,22408947.0,1658711.845317725,AggRow,naive,naive,True
IDXMIN,double,max+min,4096,1.0,21617861.6,865145.1829426854,AggRow,naive,naive,True
IDXMIN,double,max+mean+min,1024,0.001,1470821.7,144830.46614810635,AggRow,naive,naive,False
IDXMIN,double,max+mean+min,1024,0.01,1385390.4,222001.68262735708,AggRow,naive,naive,False
IDXMIN,double,max+mean+min,1024,0.05,1474298.8,145862.4766596567,AggRow,naive,naive,False
IDXMIN,double,max+mean+min,1024,0.1,1472051.1,146521.7551116178,AggRow,naive,naive,False
IDXMIN,double,max+mean+min,1024,0.2,1466555.4,141419.5377498377,AggRow,naive,naive,False
IDXMIN,double,max+mean+min,1024,0.25,1507102.4,24088.07449156345,AggRow,naive,naive,True
IDXMIN,double,max+mean+min,1024,1.0,1473225.4,145434.70609574442,AggRow,naive,naive,True
IDXMIN,double,max+mean+min,2048,0.001,5412379.3,199178.45562546267,AggRow,naive,naive,False
IDXMIN,double,max+mean+min,2048,0.01,5551888.7,460283.0899220971,AggRow,naive,naive,False
IDXMIN,double,max+mean+min,2048,0.05,5381983.4,125670.20535265218,AggRow,naive,naive,False
IDXMIN,double,max+mean+min,2048,0.1,5341733.2,12744.374487069474,AggRow,naive,naive,False
IDXMIN,double,max+mean+min,2048,0.2,5488905.4,321691.72889280884,AggRow,naive,naive,False
IDXMIN,double,max+mean+min,2048,0.25,5433959.1,259759.44681247344,AggRow,naive,naive,True
IDXMIN,double,max+mean+min,2048,1.0,5621607.1,351943.2490253855,AggRow,naive,naive,True
IDXMIN,double,max+mean+min,4096,0.001,21975498.5,1181988.3238986428,AggRow,naive,naive,False
IDXMIN,double,max+mean+min,4096,0.01,21545049.3,130178.49802145586,AggRow,naive,naive,False
IDXMIN,double,max+mean+min,4096,0.05,22936197.4,1540793.8718229495,AggRow,naive,naive,False
IDXMIN,double,max+mean+min,4096,0.1,21890483.2,1086981.702677219,AggRow,naive,naive,False
IDXMIN,double,max+mean+min,4096,0.2,21870067.0,1100007.253374772,AggRow,naive,naive,False
IDXMIN,double,max+mean+min,4096,0.25,23049699.6,2353175.1020213906,AggRow,naive,naive,True
IDXMIN,double,max+mean+min,4096,1.0,22269164.5,1500932.5603397554,AggRow,naive,naive,True
IDXMIN,double,none,1024,0.001,1515659.05,9640.360500329603,AggRow,naive,naive,False
IDXMIN,double,none,1024,0.01,1472164.1,141631.39644045624,AggRow,naive,naive,False
IDXMIN,double,none,1024,0.05,1487335.35,101906.76931509245,AggRow,naive,naive,False
IDXMIN,double,none,1024,0.1,1507878.2,9364.42924666472,AggRow,naive,naive,False
IDXMIN,double,none,1024,0.2,1498555.1,29996.479259897715,AggRow,naive,naive,False
IDXMIN,double,none,1024,0.25,1502829.05,8583.623290128848,AggRow,naive,naive,True
IDXMIN,double,none,1024,1.0,1441522.4,165433.86049873763,AggRow,naive,naive,True
IDXMIN,double,none,2048,0.001,5517842.8,300158.1875349625,AggRow,naive,naive,False
IDXMIN,double,none,2048,0.01,5606724.15,479869.0691828866,AggRow,naive,naive,False
IDXMIN,double,none,2048,0.05,5427915.3,285928.9205333712,AggRow,naive,naive,False
IDXMIN,double,none,2048,0.1,5484927.8,437948.98215679,AggRow,naive,naive,False
IDXMIN,double,none,2048,0.2,5495870.55,397850.3059708546,AggRow,naive,naive,False
IDXMIN,double,none,2048,0.25,5533322.75,429069.8971449601,AggRow,naive,naive,True
IDXMIN,double,none,2048,1.0,5771614.35,368232.2387599084,AggRow,naive,naive,True
IDXMIN,double,none,4096,0.001,22361517.1,2163065.9025371447,AggRow,naive,naive,False
IDXMIN,double,none,4096,0.01,21956886.0,964082.3817795264,AggRow,naive,naive,False
IDXMIN,double,none,4096,0.05,21519647.55,118378.33708850417,AggRow,naive,naive,False
IDXMIN,double,none,4096,0.1,21894419.35,1323056.2448579457,AggRow,naive,naive,False
IDXMIN,double,none,4096,0.2,22083821.55,1827400.8524242549,AggRow,naive,naive,False
IDXMIN,double,none,4096,0.25,22113050.95,1603192.8716192532,AggRow,naive,naive,True
IDXMIN,double,none,4096,1.0,21795120.55,1112491.678319886,AggRow,naive,naive,True
IDXMIN,int64_t,max,1024,0.001,969429.0,50162.60695865879,AggRow,naive,naive,False
IDXMIN,int64_t,max,1024,0.01,1001150.3,12449.44310267198,AggRow,naive,naive,False
IDXMIN,int64_t,max,1024,0.05,988995.2,39051.66501443953,AggRow,naive,naive,False
IDXMIN,int64_t,max,1024,0.1,978600.6,15941.15170243353,AggRow,naive,naive,False
IDXMIN,int64_t,max,1024,0.2,958624.7,23822.19279043061,AggRow,naive,naive,False
IDXMIN,int64_t,max,1024,0.25,939814.6,33426.07161483384,AggRow,naive,naive,True
IDXMIN,int64_t,max,1024,1.0,1045692.9,78064.59903389133,AggRow,naive,naive,True
IDXMIN,int64_t,max,2048,0.001,3110830.0,278117.2093037195,AggRow,naive,naive,False
IDXMIN,int64_t,max,2048,0.01,3114146.3,401795.5830983516,AggRow,naive,naive,False
IDXMIN,int64_t,max,2048,0.05,3019912.7,79925.2313909694,AggRow,naive,naive,False
IDXMIN,int64_t,max,2048,0.1,3026194.5,138813.41550060798,AggRow,naive,naive,False
IDXMIN,int64_t,max,2048,0.2,3048111.8,182279.9132846697,AggRow,naive,naive,False
IDXMIN,int64_t,max,2048,0.25,3132168.3,270216.5073677236,AggRow,naive,naive,True
IDXMIN,int64_t,max,2048,1.0,4190858.1,196933.98115581195,AggRow,naive,naive,True
IDXMIN,int64_t,max,4096,0.001,13401720.3,2194814.4744623783,AggRow,naive,naive,False
IDXMIN,int64_t,max,4096,0.01,13525986.2,2321461.0811668104,AggRow,naive,naive,False
IDXMIN,int64_t,max,4096,0.05,12564783.0,1112360.388104403,AggRow,naive,naive,False
IDXMIN,int64_t,max,4096,0.1,12243866.8,77587.56942219852,AggRow,naive,naive,False
IDXMIN,int64_t,max,4096,0.2,12409939.3,657302.8325384902,AggRow,naive,naive,False
IDXMIN,int64_t,max,4096,0.25,12639698.4,1119805.5755200642,AggRow,naive,naive,True
IDXMIN,int64_t,max,4096,1.0,12609790.3,1060437.7579708456,AggRow,naive,naive,True
IDXMIN,int64_t,mean,1024,0.001,982343.0,16990.106304029476,AggRow,naive,naive,False
IDXMIN,int64_t,mean,1024,0.01,1008420.6,24384.349207363863,AggRow,naive,naive,False
IDXMIN,int64_t,mean,1024,0.05,990106.8,35381.28479169617,AggRow,naive,naive,False
IDXMIN,int64_t,mean,1024,0.1,984515.6,31285.41254393885,AggRow,naive,naive,False
IDXMIN,int64_t,mean,1024,0.2,949157.0,32693.580144527863,AggRow,naive,naive,False
