mode,op,element_type,analysis,n,sparsity,seed,time_ns,select-matrix-repr
naive,var,double,,4096,0.001,8,115208,True
vectorized,var,double,,4096,0.001,9,114535,True
naive,var,double,,4096,0.001,9,114399,True
vectorized,var,double,,4096,0.01,0,403869,True
naive,var,double,,4096,0.01,0,429270,True
vectorized,var,double,,4096,0.01,1,419382,True
naive,var,double,,4096,0.01,1,425541,True
vectorized,var,double,,4096,0.01,2,420064,True
naive,var,double,,4096,0.01,2,416920,True
vectorized,var,double,,4096,0.01,3,412112,True
naive,var,double,,4096,0.01,3,375889,True
vectorized,var,double,,4096,0.01,4,430373,True
naive,var,double,,4096,0.01,4,383662,True
vectorized,var,double,,4096,0.01,5,387007,True
naive,var,double,,4096,0.01,5,387866,True
vectorized,var,double,,4096,0.01,6,417215,True
naive,var,double,,4096,0.01,6,397767,True
vectorized,var,double,,4096,0.01,7,414034,True
naive,var,double,,4096,0.01,7,395794,True
vectorized,var,double,,4096,0.01,8,421621,True
naive,var,double,,4096,0.01,8,388999,True
vectorized,var,double,,4096,0.01,9,392636,True
naive,var,double,,4096,0.01,9,393613,True
vectorized,var,double,,4096,0.05,0,1334028,True
naive,var,double,,4096,0.05,0,1319544,True
vectorized,var,double,,4096,0.05,1,1316507,True
naive,var,double,,4096,0.05,1,1316617,True
vectorized,var,double,,4096,0.05,2,1309728,True
naive,var,double,,4096,0.05,2,1317943,True
vectorized,var,double,,4096,0.05,3,1320328,True
naive,var,double,,4096,0.05,3,1313086,True
vectorized,var,double,,4096,0.05,4,1642576,True
naive,var,double,,4096,0.05,4,1308463,True
vectorized,var,double,,4096,0.05,5,1335448,True
naive,var,double,,4096,0.05,5,1602989,True
vectorized,var,double,,4096,0.05,6,1326094,True
naive,var,double,,4096,0.05,6,1332701,True
vectorized,var,double,,4096,0.05,7,1323586,True
naive,var,double,,4096,0.05,7,1312840,True
vectorized,var,double,,4096,0.05,8,1303658,True
naive,var,double,,4096,0.05,8,1328853,True
vectorized,var,double,,4096,0.05,9,1331072,True
naive,var,double,,4096,0.05,9,1301885,True
vectorized,var,double,,4096,0.1,0,2578529,True
naive,var,double,,4096,0.1,0,2545534,True
vectorized,var,double,,4096,0.1,1,2568709,True
naive,var,double,,4096,0.1,1,2476741,True
vectorized,var,double,,4096,0.1,2,2535950,True
naive,var,double,,4096,0.1,2,2498967,True
vectorized,var,double,,4096,0.1,3,2552978,True
naive,var,double,,4096,0.1,3,2521658,True
vectorized,var,double,,4096,0.1,4,2541618,True
naive,var,double,,4096,0.1,4,2496763,True
vectorized,var,double,,4096,0.1,5,2526926,True
naive,var,double,,4096,0.1,5,2494734,True
vectorized,var,double,,4096,0.1,6,2483450,True
naive,var,double,,4096,0.1,6,2723795,True
vectorized,var,double,,4096,0.1,7,2772354,True
naive,var,double,,4096,0.1,7,2537891,True
vectorized,var,double,,4096,0.1,8,2535221,True
naive,var,double,,4096,0.1,8,2556041,True
vectorized,var,double,,4096,0.1,9,2524998,True
naive,var,double,,4096,0.1,9,2514138,True
vectorized,var,double,,4096,0.2,0,4782926,True
naive,var,double,,4096,0.2,0,4944248,True
vectorized,var,double,,4096,0.2,1,4841071,True
naive,var,double,,4096,0.2,1,5178569,True
vectorized,var,double,,4096,0.2,2,4996578,True
naive,var,double,,4096,0.2,2,4811401,True
vectorized,var,double,,4096,0.2,3,4842296,True
naive,var,double,,4096,0.2,3,4900970,True
vectorized,var,double,,4096,0.2,4,4898102,True
naive,var,double,,4096,0.2,4,4912965,True
vectorized,var,double,,4096,0.2,5,4844136,True
naive,var,double,,4096,0.2,5,4771874,True
vectorized,var,double,,4096,0.2,6,4923192,True
naive,var,double,,4096,0.2,6,4803492,True
vectorized,var,double,,4096,0.2,7,4899333,True
naive,var,double,,4096,0.2,7,5692328,True
vectorized,var,double,,4096,0.2,8,4893614,True
naive,var,double,,4096,0.2,8,4937529,True
vectorized,var,double,,4096,0.2,9,4827684,True
naive,var,double,,4096,0.2,9,4933934,True
vectorized,var,double,,4096,0.25,0,32019284,True
naive,var,double,,4096,0.25,0,31984606,True
vectorized,var,double,,4096,0.25,1,31926100,True
naive,var,double,,4096,0.25,1,32238453,True
vectorized,var,double,,4096,0.25,2,32055261,True
naive,var,double,,4096,0.25,2,32052015,True
vectorized,var,double,,4096,0.25,3,32270969,True
naive,var,double,,4096,0.25,3,31996578,True
vectorized,var,double,,4096,0.25,4,32046341,True
naive,var,double,,4096,0.25,4,31964245,True
vectorized,var,double,,4096,0.25,5,32148610,True
naive,var,double,,4096,0.25,5,32031320,True
vectorized,var,double,,4096,0.25,6,32045848,True
naive,var,double,,4096,0.25,6,31983686,True
vectorized,var,double,,4096,0.25,7,32073622,True
naive,var,double,,4096,0.25,7,32066541,True
vectorized,var,double,,4096,0.25,8,31997863,True
naive,var,double,,4096,0.25,8,40457329,True
vectorized,var,double,,4096,0.25,9,32015972,True
naive,var,double,,4096,0.25,9,31965929,True
vectorized,var,double,,4096,1.0,0,31866710,True
naive,var,double,,4096,1.0,0,33109166,True
vectorized,var,double,,4096,1.0,1,32010294,True
naive,var,double,,4096,1.0,1,31738112,True
vectorized,var,double,,4096,1.0,2,31681438,True
naive,var,double,,4096,1.0,2,32851731,True
vectorized,var,double,,4096,1.0,3,32022810,True
naive,var,double,,4096,1.0,3,32001371,True
vectorized,var,double,,4096,1.0,4,31981526,True
naive,var,double,,4096,1.0,4,31757592,True
vectorized,var,double,,4096,1.0,5,32015813,True
naive,var,double,,4096,1.0,5,32230138,True
vectorized,var,double,,4096,1.0,6,31976024,True
naive,var,double,,4096,1.0,6,32034641,True
vectorized,var,double,,4096,1.0,7,32010760,True
naive,var,double,,4096,1.0,7,31762607,True
vectorized,var,double,,4096,1.0,8,32032016,True
naive,var,double,,4096,1.0,8,32120565,True
vectorized,var,double,,4096,1.0,9,32020151,True
naive,var,double,,4096,1.0,9,32022152,True
vectorized,var,double,mean,1024,0.001,0,55398,True
naive,var,double,mean,1024,0.001,0,53731,True
vectorized,var,double,mean,1024,0.001,1,55153,True
naive,var,double,mean,1024,0.001,1,53940,True
vectorized,var,double,mean,1024,0.001,2,55202,True
naive,var,double,mean,1024,0.001,2,54771,True
vectorized,var,double,mean,1024,0.001,3,55221,True
naive,var,double,mean,1024,0.001,3,54584,True
vectorized,var,double,mean,1024,0.001,4,54758,True
naive,var,double,mean,1024,0.001,4,54308,True
vectorized,var,double,mean,1024,0.001,5,56478,True
naive,var,double,mean,1024,0.001,5,54480,True
vectorized,var,double,mean,1024,0.001,6,53789,True
naive,var,double,mean,1024,0.001,6,54586,True
vectorized,var,double,mean,1024,0.001,7,54875,True
naive,var,double,mean,1024,0.001,7,54563,True
vectorized,var,double,mean,1024,0.001,8,53989,True
naive,var,double,mean,1024,0.001,8,54121,True
vectorized,var,double,mean,1024,0.001,9,54353,True
naive,var,double,mean,1024,0.001,9,53442,True
vectorized,var,double,mean,1024,0.01,0,68058,True
naive,var,double,mean,1024,0.01,0,67778,True
vectorized,var,double,mean,1024,0.01,1,67202,True
naive,var,double,mean,1024,0.01,1,67864,True
vectorized,var,double,mean,1024,0.01,2,69433,True
naive,var,double,mean,1024,0.01,2,67524,True
vectorized,var,double,mean,1024,0.01,3,67605,True
naive,var,double,mean,1024,0.01,3,67327,True
vectorized,var,double,mean,1024,0.01,4,68890,True
naive,var,double,mean,1024,0.01,4,68451,True
vectorized,var,double,mean,1024,0.01,5,68415,True
naive,var,double,mean,1024,0.01,5,71413,True
vectorized,var,double,mean,1024,0.01,6,67861,True
naive,var,double,mean,1024,0.01,6,67200,True
vectorized,var,double,mean,1024,0.01,7,67357,True
naive,var,double,mean,1024,0.01,7,67932,True
vectorized,var,double,mean,1024,0.01,8,68415,True
naive,var,double,mean,1024,0.01,8,67859,True
vectorized,var,double,mean,1024,0.01,9,68905,True
naive,var,double,mean,1024,0.01,9,67702,True
vectorized,var,double,mean,1024,0.05,0,113175,True
naive,var,double,mean,1024,0.05,0,107082,True
vectorized,var,double,mean,1024,0.05,1,107688,True
naive,var,double,mean,1024,0.05,1,127922,True
vectorized,var,double,mean,1024,0.05,2,115607,True
naive,var,double,mean,1024,0.05,2,108538,True
vectorized,var,double,mean,1024,0.05,3,106577,True
naive,var,double,mean,1024,0.05,3,107063,True
vectorized,var,double,mean,1024,0.05,4,106860,True
naive,var,double,mean,1024,0.05,4,108321,True
vectorized,var,double,mean,1024,0.05,5,109149,True
naive,var,double,mean,1024,0.05,5,123587,True
vectorized,var,double,mean,1024,0.05,6,125065,True
naive,var,double,mean,1024,0.05,6,117460,True
vectorized,var,double,mean,1024,0.05,7,106952,True
naive,var,double,mean,1024,0.05,7,105991,True
vectorized,var,double,mean,1024,0.05,8,125399,True
naive,var,double,mean,1024,0.05,8,110196,True
vectorized,var,double,mean,1024,0.05,9,106581,True
naive,var,double,mean,1024,0.05,9,106965,True
vectorized,var,double,mean,1024,0.1,0,232368,True
naive,var,double,mean,1024,0.1,0,225306,True
vectorized,var,double,mean,1024,0.1,1,229473,True
naive,var,double,mean,1024,0.1,1,272871,True
vectorized,var,double,mean,1024,0.1,2,225372,True
naive,var,double,mean,1024,0.1,2,232266,True
vectorized,var,double,mean,1024,0.1,3,231225,True
naive,var,double,mean,1024,0.1,3,229959,True
vectorized,var,double,mean,1024,0.1,4,222595,True
naive,var,double,mean,1024,0.1,4,207969,True
vectorized,var,double,mean,1024,0.1,5,263886,True
naive,var,double,mean,1024,0.1,5,251336,True
vectorized,var,double,mean,1024,0.1,6,223889,True
naive,var,double,mean,1024,0.1,6,264614,True
vectorized,var,double,mean,1024,0.1,7,225831,True
naive,var,double,mean,1024,0.1,7,223140,True
vectorized,var,double,mean,1024,0.1,8,223105,True
naive,var,double,mean,1024,0.1,8,229331,True
vectorized,var,double,mean,1024,0.1,9,229165,True
naive,var,double,mean,1024,0.1,9,225110,True
vectorized,var,double,mean,1024,0.2,0,455351,True
naive,var,double,mean,1024,0.2,0,444513,True
vectorized,var,double,mean,1024,0.2,1,443497,True
naive,var,double,mean,1024,0.2,1,441447,True
vectorized,var,double,mean,1024,0.2,2,350573,True
naive,var,double,mean,1024,0.2,2,439088,True
vectorized,var,double,mean,1024,0.2,3,443785,True
naive,var,double,mean,1024,0.2,3,450464,True
vectorized,var,double,mean,1024,0.2,4,429489,True
naive,var,double,mean,1024,0.2,4,454474,True
vectorized,var,double,mean,1024,0.2,5,427406,True
naive,var,double,mean,1024,0.2,5,448545,True
vectorized,var,double,mean,1024,0.2,6,441794,True
naive,var,double,mean,1024,0.2,6,455974,True
vectorized,var,double,mean,1024,0.2,7,422517,True
naive,var,double,mean,1024,0.2,7,437875,True
vectorized,var,double,mean,1024,0.2,8,440247,True
naive,var,double,mean,1024,0.2,8,417811,True
vectorized,var,double,mean,1024,0.2,9,436218,True
naive,var,double,mean,1024,0.2,9,451723,True
vectorized,var,double,mean,1024,0.25,0,2355377,True
naive,var,double,mean,1024,0.25,0,2338514,True
vectorized,var,double,mean,1024,0.25,1,1895103,True
naive,var,double,mean,1024,0.25,1,2344721,True
vectorized,var,double,mean,1024,0.25,2,2353763,True
naive,var,double,mean,1024,0.25,2,2353867,True
vectorized,var,double,mean,1024,0.25,3,2353376,True
naive,var,double,mean,1024,0.25,3,2351321,True
vectorized,var,double,mean,1024,0.25,4,2347473,True
naive,var,double,mean,1024,0.25,4,2357639,True
vectorized,var,double,mean,1024,0.25,5,2335446,True
naive,var,double,mean,1024,0.25,5,2344786,True
vectorized,var,double,mean,1024,0.25,6,2355118,True
naive,var,double,mean,1024,0.25,6,2353946,True
vectorized,var,double,mean,1024,0.25,7,2349811,True
naive,var,double,mean,1024,0.25,7,2329639,True
vectorized,var,double,mean,1024,0.25,8,2338789,True
naive,var,double,mean,1024,0.25,8,2332674,True
vectorized,var,double,mean,1024,0.25,9,2334988,True
naive,var,double,mean,1024,0.25,9,2320497,True
vectorized,var,double,mean,1024,1.0,0,2414827,True
naive,var,double,mean,1024,1.0,0,2351446,True
vectorized,var,double,mean,1024,1.0,1,2407107,True
naive,var,double,mean,1024,1.0,1,2414139,True
vectorized,var,double,mean,1024,1.0,2,2413509,True
naive,var,double,mean,1024,1.0,2,2414478,True
vectorized,var,double,mean,1024,1.0,3,2409061,True
naive,var,double,mean,1024,1.0,3,2416529,True
vectorized,var,double,mean,1024,1.0,4,2402524,True
naive,var,double,mean,1024,1.0,4,2413691,True
vectorized,var,double,mean,1024,1.0,5,2418130,True
naive,var,double,mean,1024,1.0,5,2383169,True
vectorized,var,double,mean,1024,1.0,6,2416564,True
naive,var,double,mean,1024,1.0,6,2390948,True
vectorized,var,double,mean,1024,1.0,7,2390277,True
naive,var,double,mean,1024,1.0,7,2429681,True
vectorized,var,double,mean,1024,1.0,8,2415899,True
naive,var,double,mean,1024,1.0,8,2410519,True
vectorized,var,double,mean,1024,1.0,9,2342545,True
naive,var,double,mean,1024,1.0,9,2400764,True
vectorized,var,double,mean,2048,0.001,0,72598,True
naive,var,double,mean,2048,0.001,0,79306,True
vectorized,var,double,mean,2048,0.001,1,72543,True
naive,var,double,mean,2048,0.001,1,78477,True
vectorized,var,double,mean,2048,0.001,2,69675,True
naive,var,double,mean,2048,0.001,2,73335,True
vectorized,var,double,mean,2048,0.001,3,71605,True
naive,var,double,mean,2048,0.001,3,70873,True
vectorized,var,double,mean,2048,0.001,4,73437,True
naive,var,double,mean,2048,0.001,4,73428,True
vectorized,var,double,mean,2048,0.001,5,76010,True
naive,var,double,mean,2048,0.001,5,72316,True
vectorized,var,double,mean,2048,0.001,6,71628,True
naive,var,double,mean,2048,0.001,6,72038,True
vectorized,var,double,mean,2048,0.001,7,73062,True
naive,var,double,mean,2048,0.001,7,71799,True
vectorized,var,double,mean,2048,0.001,8,72820,True
naive,var,double,mean,2048,0.001,8,70865,True
vectorized,var,double,mean,2048,0.001,9,70992,True
naive,var,double,mean,2048,0.001,9,70843,True
vectorized,var,double,mean,2048,0.01,0,114579,True
naive,var,double,mean,2048,0.01,0,113068,True
vectorized,var,double,mean,2048,0.01,1,133381,True
naive,var,double,mean,2048,0.01,1,108036,True
vectorized,var,double,mean,2048,0.01,2,111614,True
naive,var,double,mean,2048,0.01,2,114272,True
vectorized,var,double,mean,2048,0.01,3,114673,True
naive,var,double,mean,2048,0.01,3,113893,True
vectorized,var,double,mean,2048,0.01,4,117122,True
naive,var,double,mean,2048,0.01,4,114101,True
vectorized,var,double,mean,2048,0.01,5,112808,True
naive,var,double,mean,2048,0.01,5,114901,True
vectorized,var,double,mean,2048,0.01,6,140904,True
naive,var,double,mean,2048,0.01,6,118689,True
vectorized,var,double,mean,2048,0.01,7,115600,True
naive,var,double,mean,2048,0.01,7,112835,True
vectorized,var,double,mean,2048,0.01,8,114127,True
naive,var,double,mean,2048,0.01,8,115064,True
vectorized,var,double,mean,2048,0.01,9,124965,True
naive,var,double,mean,2048,0.01,9,119960,True
vectorized,var,double,mean,2048,0.05,0,472188,True
naive,var,double,mean,2048,0.05,0,446061,True
vectorized,var,double,mean,2048,0.05,1,400224,True
naive,var,double,mean,2048,0.05,1,440471,True
vectorized,var,double,mean,2048,0.05,2,440861,True
naive,var,double,mean,2048,0.05,2,426726,True
vectorized,var,double,mean,2048,0.05,3,439089,True
naive,var,double,mean,2048,0.05,3,449731,True
vectorized,var,double,mean,2048,0.05,4,465374,True
naive,var,double,mean,2048,0.05,4,463783,True
vectorized,var,double,mean,2048,0.05,5,468011,True
naive,var,double,mean,2048,0.05,5,434943,True
vectorized,var,double,mean,2048,0.05,6,453164,True
naive,var,double,mean,2048,0.05,6,441867,True
vectorized,var,double,mean,2048,0.05,7,429858,True
naive,var,double,mean,2048,0.05,7,464395,True
vectorized,var,double,mean,2048,0.05,8,439511,True
naive,var,double,mean,2048,0.05,8,468500,True
vectorized,var,double,mean,2048,0.05,9,447086,True
naive,var,double,mean,2048,0.05,9,465790,True
vectorized,var,double,mean,2048,0.1,0,689426,True
naive,var,double,mean,2048,0.1,0,686872,True
vectorized,var,double,mean,2048,0.1,1,930802,True
naive,var,double,mean,2048,0.1,1,762384,True
vectorized,var,double,mean,2048,0.1,2,765147,True
naive,var,double,mean,2048,0.1,2,674044,True
vectorized,var,double,mean,2048,0.1,3,689863,True
naive,var,double,mean,2048,0.1,3,792140,True
vectorized,var,double,mean,2048,0.1,4,688515,True
naive,var,double,mean,2048,0.1,4,699842,True
vectorized,var,double,mean,2048,0.1,5,673360,True
naive,var,double,mean,2048,0.1,5,689216,True
vectorized,var,double,mean,2048,0.1,6,726107,True
naive,var,double,mean,2048,0.1,6,689247,True
vectorized,var,double,mean,2048,0.1,7,767518,True
naive,var,double,mean,2048,0.1,7,688802,True
vectorized,var,double,mean,2048,0.1,8,678544,True
naive,var,double,mean,2048,0.1,8,728705,True
vectorized,var,double,mean,2048,0.1,9,692907,True
naive,var,double,mean,2048,0.1,9,686574,True
vectorized,var,double,mean,2048,0.2,0,1294249,True
naive,var,double,mean,2048,0.2,0,1302225,True
vectorized,var,double,mean,2048,0.2,1,1296263,True
naive,var,double,mean,2048,0.2,1,1398407,True
vectorized,var,double,mean,2048,0.2,2,1297551,True
naive,var,double,mean,2048,0.2,2,1304782,True
vectorized,var,double,mean,2048,0.2,3,1290082,True
naive,var,double,mean,2048,0.2,3,1285955,True
vectorized,var,double,mean,2048,0.2,4,1296847,True
naive,var,double,mean,2048,0.2,4,1289458,True
vectorized,var,double,mean,2048,0.2,5,1295507,True
naive,var,double,mean,2048,0.2,5,1294490,True
vectorized,var,double,mean,2048,0.2,6,1419769,True
naive,var,double,mean,2048,0.2,6,1290374,True
vectorized,var,double,mean,2048,0.2,7,1294204,True
naive,var,double,mean,2048,0.2,7,1297249,True
vectorized,var,double,mean,2048,0.2,8,1304158,True
naive,var,double,mean,2048,0.2,8,1272416,True
vectorized,var,double,mean,2048,0.2,9,1292496,True
naive,var,double,mean,2048,0.2,9,1286297,True
vectorized,var,double,mean,2048,0.25,0,7930245,True
naive,var,double,mean,2048,0.25,0,7934896,True
vectorized,var,double,mean,2048,0.25,1,7924150,True
naive,var,double,mean,2048,0.25,1,7905491,True
vectorized,var,double,mean,2048,0.25,2,7903921,True
naive,var,double,mean,2048,0.25,2,7949919,True
vectorized,var,double,mean,2048,0.25,3,7909698,True
naive,var,double,mean,2048,0.25,3,7911930,True
vectorized,var,double,mean,2048,0.25,4,7901617,True
naive,var,double,mean,2048,0.25,4,7906823,True
vectorized,var,double,mean,2048,0.25,5,7900756,True
naive,var,double,mean,2048,0.25,5,7941619,True
vectorized,var,double,mean,2048,0.25,6,7960773,True
naive,var,double,mean,2048,0.25,6,7943445,True
vectorized,var,double,mean,2048,0.25,7,7896878,True
naive,var,double,mean,2048,0.25,7,7899349,True
vectorized,var,double,mean,2048,0.25,8,7906139,True
naive,var,double,mean,2048,0.25,8,7919328,True
vectorized,var,double,mean,2048,0.25,9,7890971,True
naive,var,double,mean,2048,0.25,9,7883685,True
vectorized,var,double,mean,2048,1.0,0,9569004,True
naive,var,double,mean,2048,1.0,0,9878458,True
vectorized,var,double,mean,2048,1.0,1,10969064,True
naive,var,double,mean,2048,1.0,1,8876934,True
vectorized,var,double,mean,2048,1.0,2,9785423,True
naive,var,double,mean,2048,1.0,2,9800932,True
vectorized,var,double,mean,2048,1.0,3,9872391,True
naive,var,double,mean,2048,1.0,3,9934527,True
vectorized,var,double,mean,2048,1.0,4,9174000,True
naive,var,double,mean,2048,1.0,4,9591534,True
vectorized,var,double,mean,2048,1.0,5,9806230,True
naive,var,double,mean,2048,1.0,5,9720559,True
vectorized,var,double,mean,2048,1.0,6,9367711,True
naive,var,double,mean,2048,1.0,6,9811295,True
vectorized,var,double,mean,2048,1.0,7,9815177,True
naive,var,double,mean,2048,1.0,7,9804434,True
vectorized,var,double,mean,2048,1.0,8,9796270,True
naive,var,double,mean,2048,1.0,8,9820354,True
vectorized,var,double,mean,2048,1.0,9,9781393,True
naive,var,double,mean,2048,1.0,9,9763568,True
vectorized,var,double,mean,4096,0.001,0,122947,True
naive,var,double,mean,4096,0.001,0,118917,True
vectorized,var,double,mean,4096,0.001,1,119666,True
naive,var,double,mean,4096,0.001,1,119994,True
vectorized,var,double,mean,4096,0.001,2,118720,True
naive,var,double,mean,4096,0.001,2,120885,True
vectorized,var,double,mean,4096,0.001,3,124899,True
naive,var,double,mean,4096,0.001,3,120512,True
vectorized,var,double,mean,4096,0.001,4,119043,True
naive,var,double,mean,4096,0.001,4,123541,True
vectorized,var,double,mean,4096,0.001,5,119711,True
naive,var,double,mean,4096,0.001,5,119393,True
vectorized,var,double,mean,4096,0.001,6,120709,True
naive,var,double,mean,4096,0.001,6,129053,True
vectorized,var,double,mean,4096,0.001,7,119603,True
naive,var,double,mean,4096,0.001,7,119448,True
vectorized,var,double,mean,4096,0.001,8,122517,True
naive,var,double,mean,4096,0.001,8,120683,True
vectorized,var,double,mean,4096,0.001,9,119244,True
naive,var,double,mean,4096,0.001,9,117902,True
vectorized,var,double,mean,4096,0.01,0,427809,True
naive,var,double,mean,4096,0.01,0,395463,True
vectorized,var,double,mean,4096,0.01,1,422224,True
naive,var,double,mean,4096,0.01,1,398400,True
vectorized,var,double,mean,4096,0.01,2,409054,True
naive,var,double,mean,4096,0.01,2,393096,True
vectorized,var,double,mean,4096,0.01,3,413512,True
naive,var,double,mean,4096,0.01,3,332009,True
vectorized,var,double,mean,4096,0.01,4,433243,True
naive,var,double,mean,4096,0.01,4,441714,True
vectorized,var,double,mean,4096,0.01,5,430804,True
naive,var,double,mean,4096,0.01,5,418625,True
vectorized,var,double,mean,4096,0.01,6,432831,True
naive,var,double,mean,4096,0.01,6,442232,True
vectorized,var,double,mean,4096,0.01,7,445675,True
naive,var,double,mean,4096,0.01,7,435680,True
vectorized,var,double,mean,4096,0.01,8,443558,True
naive,var,double,mean,4096,0.01,8,445416,True
vectorized,var,double,mean,4096,0.01,9,397651,True
naive,var,double,mean,4096,0.01,9,433267,True
vectorized,var,double,mean,4096,0.05,0,1313587,True
naive,var,double,mean,4096,0.05,0,1328999,True
vectorized,var,double,mean,4096,0.05,1,1329999,True
naive,var,double,mean,4096,0.05,1,1328896,True
vectorized,var,double,mean,4096,0.05,2,1363367,True
naive,var,double,mean,4096,0.05,2,1333459,True
vectorized,var,double,mean,4096,0.05,3,1340787,True
naive,var,double,mean,4096,0.05,3,1315136,True
vectorized,var,double,mean,4096,0.05,4,1342047,True
naive,var,double,mean,4096,0.05,4,1342043,True
vectorized,var,double,mean,4096,0.05,5,1660510,True
naive,var,double,mean,4096,0.05,5,1325328,True
vectorized,var,double,mean,4096,0.05,6,1345824,True
naive,var,double,mean,4096,0.05,6,1336753,True
vectorized,var,double,mean,4096,0.05,7,1314097,True
naive,var,double,mean,4096,0.05,7,1319305,True
vectorized,var,double,mean,4096,0.05,8,1316727,True
naive,var,double,mean,4096,0.05,8,1343960,True
vectorized,var,double,mean,4096,0.05,9,1316339,True
naive,var,double,mean,4096,0.05,9,1327010,True
vectorized,var,double,mean,4096,0.1,0,2537619,True
naive,var,double,mean,4096,0.1,0,2702225,True
vectorized,var,double,mean,4096,0.1,1,2551608,True
naive,var,double,mean,4096,0.1,1,2580577,True
vectorized,var,double,mean,4096,0.1,2,2422527,True
naive,var,double,mean,4096,0.1,2,2549243,True
vectorized,var,double,mean,4096,0.1,3,2518243,True
naive,var,double,mean,4096,0.1,3,2504879,True
vectorized,var,double,mean,4096,0.1,4,2548972,True
naive,var,double,mean,4096,0.1,4,2500840,True
vectorized,var,double,mean,4096,0.1,5,2516058,True
naive,var,double,mean,4096,0.1,5,2545623,True
vectorized,var,double,mean,4096,0.1,6,2565035,True
naive,var,double,mean,4096,0.1,6,2889101,True
vectorized,var,double,mean,4096,0.1,7,2510329,True
naive,var,double,mean,4096,0.1,7,2507312,True
vectorized,var,double,mean,4096,0.1,8,2536607,True
naive,var,double,mean,4096,0.1,8,2529686,True
vectorized,var,double,mean,4096,0.1,9,2547643,True
naive,var,double,mean,4096,0.1,9,2566000,True
vectorized,var,double,mean,4096,0.2,0,4824534,True
naive,var,double,mean,4096,0.2,0,4840825,True
vectorized,var,double,mean,4096,0.2,1,4905180,True
naive,var,double,mean,4096,0.2,1,4867739,True
vectorized,var,double,mean,4096,0.2,2,4936781,True
naive,var,double,mean,4096,0.2,2,4993441,True
vectorized,var,double,mean,4096,0.2,3,4825157,True
naive,var,double,mean,4096,0.2,3,4908480,True
vectorized,var,double,mean,4096,0.2,4,4907551,True
naive,var,double,mean,4096,0.2,4,4840310,True
vectorized,var,double,mean,4096,0.2,5,4923524,True
naive,var,double,mean,4096,0.2,5,4923130,True
vectorized,var,double,mean,4096,0.2,6,4927059,True
naive,var,double,mean,4096,0.2,6,4815188,True
vectorized,var,double,mean,4096,0.2,7,5345007,True
naive,var,double,mean,4096,0.2,7,4931926,True
vectorized,var,double,mean,4096,0.2,8,5090610,True
naive,var,double,mean,4096,0.2,8,4878813,True
vectorized,var,double,mean,4096,0.2,9,4894136,True
naive,var,double,mean,4096,0.2,9,4829464,True
vectorized,var,double,mean,4096,0.25,0,39478987,True
naive,var,double,mean,4096,0.25,0,32013384,True
vectorized,var,double,mean,4096,0.25,1,32151879,True
naive,var,double,mean,4096,0.25,1,31992497,True
vectorized,var,double,mean,4096,0.25,2,32138192,True
naive,var,double,mean,4096,0.25,2,31985825,True
vectorized,var,double,mean,4096,0.25,3,32295580,True
naive,var,double,mean,4096,0.25,3,31986018,True
vectorized,var,double,mean,4096,0.25,4,32406910,True
naive,var,double,mean,4096,0.25,4,31992619,True
vectorized,var,double,mean,4096,0.25,5,32076926,True
naive,var,double,mean,4096,0.25,5,32400335,True
vectorized,var,double,mean,4096,0.25,6,32035344,True
naive,var,double,mean,4096,0.25,6,32057922,True
vectorized,var,double,mean,4096,0.25,7,32042660,True
naive,var,double,mean,4096,0.25,7,32089039,True
vectorized,var,double,mean,4096,0.25,8,32084126,True
naive,var,double,mean,4096,0.25,8,32035058,True
vectorized,var,double,mean,4096,0.25,9,31979960,True
naive,var,double,mean,4096,0.25,9,32055096,True
vectorized,var,double,mean,4096,1.0,0,31781285,True
naive,var,double,mean,4096,1.0,0,31972635,True
vectorized,var,double,mean,4096,1.0,1,32046710,True
naive,var,double,mean,4096,1.0,1,32023380,True
vectorized,var,double,mean,4096,1.0,2,31997138,True
naive,var,double,mean,4096,1.0,2,31888862,True
vectorized,var,double,mean,4096,1.0,3,38218938,True
naive,var,double,mean,4096,1.0,3,32145257,True
vectorized,var,double,mean,4096,1.0,4,32179155,True
naive,var,double,mean,4096,1.0,4,32246601,True
vectorized,var,double,mean,4096,1.0,5,32021791,True
naive,var,double,mean,4096,1.0,5,32287161,True
vectorized,var,double,mean,4096,1.0,6,37919530,True
naive,var,double,mean,4096,1.0,6,32020382,True
vectorized,var,double,mean,4096,1.0,7,31944145,True
naive,var,double,mean,4096,1.0,7,32025594,True
vectorized,var,double,mean,4096,1.0,8,32073531,True
naive,var,double,mean,4096,1.0,8,32033034,True
vectorized,var,double,mean,4096,1.0,9,32038560,True
naive,var,double,mean,4096,1.0,9,32018039,True
vectorized,var,double,min,1024,0.001,0,4141967,True
naive,var,double,min,1024,0.001,0,51182,True
vectorized,var,double,min,1024,0.001,1,4152585,True
naive,var,double,min,1024,0.001,1,52180,True
vectorized,var,double,min,1024,0.001,2,4143146,True
naive,var,double,min,1024,0.001,2,51287,True
vectorized,var,double,min,1024,0.001,3,4141786,True
naive,var,double,min,1024,0.001,3,50637,True
vectorized,var,double,min,1024,0.001,4,4401184,True
naive,var,double,min,1024,0.001,4,50630,True
vectorized,var,double,min,1024,0.001,5,4205159,True
naive,var,double,min,1024,0.001,5,50833,True
vectorized,var,double,min,1024,0.001,6,4116596,True
