op,element_type,analysis,n,sparsity,mean_ns,std_ns
MINUS,double,numDistinct,4096,0.05,162335600.0,3803943.01861751
MINUS,double,numDistinct,4096,0.1,527623800.0,7989662.56831636
MINUS,double,numDistinct,4096,0.2,1176604000.0,11783507.495176852
MINUS,double,numDistinct,4096,0.25,1562709000.0,20684544.122497812
MINUS,double,numDistinct,4096,1.0,7316206000.0,53745655.36963058
MINUS,double,numDistinctApprox,1024,0.001,102744.3,1602.6086407964851
MINUS,double,numDistinctApprox,1024,0.01,374650.5,3399.904614675076
MINUS,double,numDistinctApprox,1024,0.05,743147.3,16775.681844397393
MINUS,double,numDistinctApprox,1024,0.1,1079962.0,19077.460115131813
MINUS,double,numDistinctApprox,1024,0.2,1705053.0,253066.13496826828
MINUS,double,numDistinctApprox,1024,0.25,5267132.0,657710.3793176919
MINUS,double,numDistinctApprox,1024,1.0,5127949.0,54779.234194071105
MINUS,double,numDistinctApprox,2048,0.001,264191.1,5180.2439121038415
MINUS,double,numDistinctApprox,2048,0.01,682315.6,12101.613466347735
MINUS,double,numDistinctApprox,2048,0.05,1633542.0,21431.72560066554
MINUS,double,numDistinctApprox,2048,0.1,2634556.0,26528.257135866737
MINUS,double,numDistinctApprox,2048,0.2,5043408.0,1057320.5016434495
MINUS,double,numDistinctApprox,2048,0.25,26282050.0,272055.36303398805
MINUS,double,numDistinctApprox,2048,1.0,26147060.0,8843.855368434051
MINUS,double,numDistinctApprox,4096,0.001,485860.9,9293.787141598053
MINUS,double,numDistinctApprox,4096,0.01,1472787.0,18253.744851704014
MINUS,double,numDistinctApprox,4096,0.05,4997918.0,806836.6508889998
MINUS,double,numDistinctApprox,4096,0.1,15284940.0,21467.24636898419
MINUS,double,numDistinctApprox,4096,0.2,30252530.0,186992.6977183867
MINUS,double,numDistinctApprox,4096,0.25,102784000.0,1258045.8391224593
MINUS,double,numDistinctApprox,4096,1.0,102213100.0,377184.437642911
MINUS,double,sparsity,1024,0.001,7830.3,946.3062752970978
MINUS,double,sparsity,1024,0.01,22944.1,491.0452457089203
MINUS,double,sparsity,1024,0.05,87048.9,7586.26511019897
MINUS,double,sparsity,1024,0.1,200126.4,15305.514541425184
MINUS,double,sparsity,1024,0.2,433659.2,248739.3907002981
MINUS,double,sparsity,1024,0.25,983247.7,570772.9943629176
MINUS,double,sparsity,1024,1.0,845465.8,43567.01555279842
MINUS,double,sparsity,2048,0.001,20880.4,1591.2708547991865
MINUS,double,sparsity,2048,0.01,76177.7,3823.707974960665
MINUS,double,sparsity,2048,0.05,369914.8,19850.140127129256
MINUS,double,sparsity,2048,0.1,681882.6,8940.76063381136
MINUS,double,sparsity,2048,0.2,1826205.0,1004457.902389255
MINUS,double,sparsity,2048,0.25,10478090.0,7954.237165742999
MINUS,double,sparsity,2048,1.0,10464410.0,25471.921360152133
MINUS,double,sparsity,4096,0.001,55700.8,2901.0990178053394
MINUS,double,sparsity,4096,0.01,323609.0,19050.742551873867
MINUS,double,sparsity,4096,0.05,1758817.0,779994.8615222481
MINUS,double,sparsity,4096,0.1,9350785.0,17687.20017413721
MINUS,double,sparsity,4096,0.2,19051550.0,121097.22677804534
MINUS,double,sparsity,4096,0.25,42715440.0,1286766.5722871253
MINUS,double,sparsity,4096,1.0,42161350.0,337612.5236289545
MINUS,double,symmetry,1024,0.001,84912.0,3610.4952568865083
MINUS,double,symmetry,1024,0.01,101526.6,721.6267425446161
MINUS,double,symmetry,1024,0.05,177267.8,11877.715378902729
MINUS,double,symmetry,1024,0.1,297658.3,18039.235805752855
MINUS,double,symmetry,1024,0.2,552479.0,260124.94688343734
MINUS,double,symmetry,1024,0.25,1361694.0,595909.7450714421
MINUS,double,symmetry,1024,1.0,1203057.0,42977.2536866241
MINUS,double,symmetry,2048,0.001,177577.6,5496.069549131348
MINUS,double,symmetry,2048,0.01,239483.3,2591.6964435588434
MINUS,double,symmetry,2048,0.05,529683.3,20290.969776123446
MINUS,double,symmetry,2048,0.1,923019.2,38442.178984374266
MINUS,double,symmetry,2048,0.2,2084508.0,1041959.4151917178
MINUS,double,symmetry,2048,0.25,11896040.0,12872.468467409346
MINUS,double,symmetry,2048,1.0,11997440.0,353400.2804501183
MINUS,double,symmetry,4096,0.001,369690.3,15433.002279026736
MINUS,double,symmetry,4096,0.01,654367.4,20174.672301895982
MINUS,double,symmetry,4096,0.05,2196425.0,927722.9369716658
MINUS,double,symmetry,4096,0.1,10571250.0,251716.31408746185
MINUS,double,symmetry,4096,0.2,20331230.0,23689.89704963431
MINUS,double,symmetry,4096,0.25,47692130.0,1400335.9018067378
MINUS,double,symmetry,4096,1.0,47603850.0,1376221.7386340357
MINUS,int64_t,min,1024,0.001,6674.7,777.7966100894672
MINUS,int64_t,min,1024,0.01,22293.3,1135.0466510236486
MINUS,int64_t,min,1024,0.05,63574.8,7531.947657220616
MINUS,int64_t,min,1024,0.1,169117.6,110390.29072059636
MINUS,int64_t,min,1024,0.2,334922.3,236182.30743975437
MINUS,int64_t,min,1024,0.25,831279.0,41706.41650606987
MINUS,int64_t,min,1024,1.0,860014.7,45517.989210738306
MINUS,int64_t,min,2048,0.001,18010.5,1019.560498995087
MINUS,int64_t,min,2048,0.01,67990.1,1172.534903531659
MINUS,int64_t,min,2048,0.05,256687.2,18312.087603547552
MINUS,int64_t,min,2048,0.1,703857.0,474376.51712092344
MINUS,int64_t,min,2048,0.2,1467217.0,966677.8884986572
MINUS,int64_t,min,2048,0.25,10260140.0,25076.558331991506
MINUS,int64_t,min,2048,1.0,10188230.0,29524.567924206996
MINUS,int64_t,min,4096,0.001,49882.4,318.1862487426018
MINUS,int64_t,min,4096,0.01,245086.8,20623.761397421615
MINUS,int64_t,min,4096,0.05,1152734.0,31868.292915268128
MINUS,int64_t,min,4096,0.1,8838777.0,237992.94340845954
MINUS,int64_t,min,4096,0.2,17800220.0,519163.5426337252
MINUS,int64_t,min,4096,0.25,41613020.0,563245.7166577765
MINUS,int64_t,min,4096,1.0,41102740.0,378344.79923888383
MINUS,int64_t,"min, max",1024,0.001,6766.3,703.7101755063026
MINUS,int64_t,"min, max",1024,0.01,20413.9,830.0707399573439
MINUS,int64_t,"min, max",1024,0.05,63754.9,7462.159539227827
MINUS,int64_t,"min, max",1024,0.1,170727.3,110747.69841004472
MINUS,int64_t,"min, max",1024,0.2,330126.4,249572.21913648784
MINUS,int64_t,"min, max",1024,0.25,809496.6,28568.857264122038
MINUS,int64_t,"min, max",1024,1.0,847122.9,50239.24620907001
MINUS,int64_t,"min, max",2048,0.001,17831.6,573.4130177183708
MINUS,int64_t,"min, max",2048,0.01,60604.5,4901.924299021083
MINUS,int64_t,"min, max",2048,0.05,249565.4,16906.868539804236
MINUS,int64_t,"min, max",2048,0.1,651639.0,501344.2389534139
MINUS,int64_t,"min, max",2048,0.2,1516657.0,960886.0590569518
MINUS,int64_t,"min, max",2048,0.25,10522560.0,20701.80883132887
MINUS,int64_t,"min, max",2048,1.0,10484770.0,26864.890346571865
MINUS,int64_t,"min, max",4096,0.001,48229.1,582.199746173463
MINUS,int64_t,"min, max",4096,0.01,238323.5,18148.780511526267
MINUS,int64_t,"min, max",4096,0.05,1205156.0,84440.87309407031
MINUS,int64_t,"min, max",4096,0.1,8645199.0,33034.32506079422
MINUS,int64_t,"min, max",4096,0.2,17976170.0,232119.36608372687
MINUS,int64_t,"min, max",4096,0.25,42711760.0,799932.1585123462
MINUS,int64_t,"min, max",4096,1.0,42224400.0,375172.41369802185
MINUS,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",1024,0.001,126715.8,2050.6954267597453
MINUS,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",1024,0.01,464541.3,7320.4806316100485
MINUS,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",1024,0.05,1949382.0,59203.63686276187
MINUS,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",1024,0.1,3880787.0,183734.9828814438
MINUS,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",1024,0.2,7539265.0,244535.31607020597
MINUS,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",1024,0.25,20778470.0,901286.2192444749
MINUS,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",1024,1.0,36620770.0,1321088.102075121
MINUS,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",2048,0.001,318190.8,5781.936080971883
MINUS,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",2048,0.01,1668610.0,24637.198163211113
MINUS,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",2048,0.05,7581990.0,130776.40978232866
MINUS,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",2048,0.1,15312890.0,448519.59563286253
MINUS,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",2048,0.2,29675930.0,1193075.6007060076
MINUS,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",2048,0.25,88359960.0,6180388.85205993
MINUS,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",2048,1.0,153535100.0,2491075.6913429997
MINUS,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,0.001,916412.8,14374.462415455177
MINUS,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,0.01,6288709.0,120323.93587035513
MINUS,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,0.05,30005460.0,662127.3999599909
MINUS,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,0.1,61164780.0,3013671.9082651753
MINUS,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,0.2,122432600.0,7479570.979972344
MINUS,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,0.25,367250800.0,8895821.351123856
MINUS,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,1.0,619092500.0,10408464.538804729
MINUS,int64_t,numDistinct,1024,0.001,19394.0,939.884508271569
MINUS,int64_t,numDistinct,1024,0.01,41830.8,706.7971263225238
MINUS,int64_t,numDistinct,1024,0.05,179400.8,29298.090414830032
MINUS,int64_t,numDistinct,1024,0.1,359818.5,57910.78674468936
MINUS,int64_t,numDistinct,1024,0.2,701677.2,131448.60493811936
MINUS,int64_t,numDistinct,1024,0.25,6465677.0,2679927.1962750116
MINUS,int64_t,numDistinct,1024,1.0,2894442.0,662939.7216070587
MINUS,int64_t,numDistinct,2048,0.001,33080.7,851.2509813993362
MINUS,int64_t,numDistinct,2048,0.01,128748.8,1368.4930722838483
MINUS,int64_t,numDistinct,2048,0.05,735793.0,260065.9318023455
MINUS,int64_t,numDistinct,2048,0.1,1435659.0,535005.9577331826
MINUS,int64_t,numDistinct,2048,0.2,2969565.0,1039731.0405767873
MINUS,int64_t,numDistinct,2048,0.25,32576060.0,9956844.420263547
MINUS,int64_t,numDistinct,2048,1.0,17966220.0,9381.281599251031
MINUS,int64_t,numDistinct,4096,0.001,74126.0,991.5229587749232
MINUS,int64_t,numDistinct,4096,0.01,520951.9,16852.939298202225
MINUS,int64_t,numDistinct,4096,0.05,2959011.0,1015373.2001743115
MINUS,int64_t,numDistinct,4096,0.1,11706410.0,92658.53021833551
MINUS,int64_t,numDistinct,4096,0.2,23851450.0,444063.16680300224
MINUS,int64_t,numDistinct,4096,0.25,130479120.0,40004163.47542396
MINUS,int64_t,numDistinct,4096,1.0,72067300.0,840411.8289399672
MINUS,int64_t,numDistinctApprox,1024,0.001,53344.6,607.732799473219
MINUS,int64_t,numDistinctApprox,1024,0.01,384223.7,6470.895954622917
MINUS,int64_t,numDistinctApprox,1024,0.05,1810907.0,39540.25235967348
MINUS,int64_t,numDistinctApprox,1024,0.1,3630707.0,160939.12472664245
MINUS,int64_t,numDistinctApprox,1024,0.2,7246914.0,434296.2693625427
MINUS,int64_t,numDistinctApprox,1024,0.25,19239910.0,590488.9658391407
MINUS,int64_t,numDistinctApprox,1024,1.0,35128160.0,587405.0149220342
MINUS,int64_t,numDistinctApprox,2048,0.001,169068.8,2713.354782880003
MINUS,int64_t,numDistinctApprox,2048,0.01,1445615.0,32268.343362083735
MINUS,int64_t,numDistinctApprox,2048,0.05,7153833.0,209303.5972536863
MINUS,int64_t,numDistinctApprox,2048,0.1,14781910.0,587347.59053827
MINUS,int64_t,numDistinctApprox,2048,0.2,28810400.0,1727747.9233576483
MINUS,int64_t,numDistinctApprox,2048,0.25,85733430.0,6150782.15244027
MINUS,int64_t,numDistinctApprox,2048,1.0,149741000.0,3646562.8870059117
MINUS,int64_t,numDistinctApprox,4096,0.001,616242.4,16976.834250105512
MINUS,int64_t,numDistinctApprox,4096,0.01,5827026.0,151227.67884514024
MINUS,int64_t,numDistinctApprox,4096,0.05,28908690.0,583481.5915405274
MINUS,int64_t,numDistinctApprox,4096,0.1,64247150.0,1527578.4447942437
MINUS,int64_t,numDistinctApprox,4096,0.2,126737300.0,2979299.845041896
MINUS,int64_t,numDistinctApprox,4096,0.25,343237700.0,22881907.394513924
MINUS,int64_t,numDistinctApprox,4096,1.0,591344200.0,15241187.084126128
MINUS,int64_t,sparsity,1024,0.001,6877.2,657.32755237485
MINUS,int64_t,sparsity,1024,0.01,22163.5,691.5991533315301
MINUS,int64_t,sparsity,1024,0.05,90475.7,10131.74460188263
MINUS,int64_t,sparsity,1024,0.1,233966.9,109221.69812557088
MINUS,int64_t,sparsity,1024,0.2,438193.6,244186.1518360304
MINUS,int64_t,sparsity,1024,0.25,1338554.0,8501.270754683945
MINUS,int64_t,sparsity,1024,1.0,1356285.0,15302.985365970637
MINUS,int64_t,sparsity,2048,0.001,18502.6,787.1051320432927
MINUS,int64_t,sparsity,2048,0.01,73345.4,1015.300962495577
MINUS,int64_t,sparsity,2048,0.05,366743.7,16698.054956923716
MINUS,int64_t,sparsity,2048,0.1,864199.2,496584.3419730876
MINUS,int64_t,sparsity,2048,0.2,1835352.0,1018048.9727447627
MINUS,int64_t,sparsity,2048,0.25,12641210.0,9084.351624879228
MINUS,int64_t,sparsity,2048,1.0,12627580.0,19048.697826594158
MINUS,int64_t,sparsity,4096,0.001,50720.0,429.7932319409208
MINUS,int64_t,sparsity,4096,0.01,311682.3,21425.857561211717
MINUS,int64_t,sparsity,4096,0.05,1511121.0,18584.23193642037
MINUS,int64_t,sparsity,4096,0.1,9373614.0,20508.268359642414
MINUS,int64_t,sparsity,4096,0.2,19177710.0,177895.10298675072
MINUS,int64_t,sparsity,4096,0.25,50823330.0,517096.79096105625
MINUS,int64_t,sparsity,4096,1.0,50554150.0,399888.1572806747
MINUS,int64_t,symmetry,1024,0.001,80476.9,1434.5229520645532
MINUS,int64_t,symmetry,1024,0.01,101745.5,1253.389737206002
MINUS,int64_t,symmetry,1024,0.05,176563.3,11448.938214233372
MINUS,int64_t,symmetry,1024,0.1,330433.4,129188.71697051908
MINUS,int64_t,symmetry,1024,0.2,548248.9,256672.60005369142
MINUS,int64_t,symmetry,1024,0.25,1414028.0,10962.00488556319
MINUS,int64_t,symmetry,1024,1.0,1421201.0,25948.945793187413
MINUS,int64_t,symmetry,2048,0.001,168947.8,657.2959421414046
MINUS,int64_t,symmetry,2048,0.01,239566.4,3106.0591394527187
MINUS,int64_t,symmetry,2048,0.05,564054.7,20201.919276533008
MINUS,int64_t,symmetry,2048,0.1,1098476.3,581177.4236349
MINUS,int64_t,symmetry,2048,0.2,2166091.0,1092466.2178194192
MINUS,int64_t,symmetry,2048,0.25,12865670.0,8419.296618812956
MINUS,int64_t,symmetry,2048,1.0,12826460.0,16225.576517748972
MINUS,int64_t,symmetry,4096,0.001,360738.0,2407.509501538881
MINUS,int64_t,symmetry,4096,0.01,648065.9,18787.24477138677
MINUS,int64_t,symmetry,4096,0.05,2040706.0,54793.007704754906
MINUS,int64_t,symmetry,4096,0.1,10746870.0,21868.091925095934
MINUS,int64_t,symmetry,4096,0.2,20992130.0,166327.52194256842
MINUS,int64_t,symmetry,4096,0.25,51239400.0,513309.67910869047
MINUS,int64_t,symmetry,4096,1.0,50934060.0,327912.1806554654
