op,element_type,analysis,n,sparsity,mean_ns,std_ns
ADD,double,min,1024,0.001,18695.0,2344.5553001700678
ADD,double,min,1024,0.01,87091.5,20351.920560477825
ADD,double,min,1024,0.05,418160.8,105377.09762435732
ADD,double,min,1024,0.1,900740.2,152557.94682808235
ADD,double,min,1024,0.2,1775000.0,267797.1994293858
ADD,double,min,1024,0.25,2575782.0,601448.6811727535
ADD,double,min,1024,1.0,2396161.0,22039.3418181618
ADD,double,min,2048,0.001,49945.4,8020.236449825597
ADD,double,min,2048,0.01,334484.1,83128.61985762384
ADD,double,min,2048,0.05,1634927.5,390315.39437322
ADD,double,min,2048,0.1,3548107.0,570945.121473548
ADD,double,min,2048,0.2,11787630.0,2407548.0953082168
ADD,double,min,2048,0.25,16898030.0,12437.76060586833
ADD,double,min,2048,1.0,16875960.0,12917.791348884894
ADD,double,min,4096,0.001,157396.6,29358.51793186358
ADD,double,min,4096,0.01,1317067.3,313339.0666064301
ADD,double,min,4096,0.05,12203394.0,2560019.245310472
ADD,double,min,4096,0.1,24104310.0,5036890.318098614
ADD,double,min,4096,0.2,47825580.0,9406951.496372836
ADD,double,min,4096,0.25,69040550.0,1278666.50265032
ADD,double,min,4096,1.0,68340030.0,1116949.5522776896
ADD,double,"min, max",1024,0.001,25635.2,2595.0328535706653
ADD,double,"min, max",1024,0.01,112504.6,24627.592002106543
ADD,double,"min, max",1024,0.05,511960.7,121889.74008873758
ADD,double,"min, max",1024,0.1,930382.8,159063.8489096613
ADD,double,"min, max",1024,0.2,1844066.0,280220.1686848714
ADD,double,"min, max",1024,0.25,2602586.0,592099.8798288456
ADD,double,"min, max",1024,1.0,2420429.0,20894.873081957492
ADD,double,"min, max",2048,0.001,67442.0,7948.835386394664
ADD,double,"min, max",2048,0.01,423348.9,99212.33428186011
ADD,double,"min, max",2048,0.05,2027992.2,491644.4473528044
ADD,double,"min, max",2048,0.1,3664311.0,588434.4081156747
ADD,double,"min, max",2048,0.2,12115201.0,2501720.750916368
ADD,double,"min, max",2048,0.25,16996440.0,13141.723208502035
ADD,double,"min, max",2048,1.0,16975050.0,11240.032621541926
ADD,double,"min, max",4096,0.001,206213.0,34696.648663011314
ADD,double,"min, max",4096,0.01,1645021.3,390871.34696613695
ADD,double,"min, max",4096,0.05,13597910.0,2896158.2294289256
ADD,double,"min, max",4096,0.1,25042010.0,4972559.218897694
ADD,double,"min, max",4096,0.2,49085430.0,9591364.376823561
ADD,double,"min, max",4096,0.25,69407020.0,1134398.8156238925
ADD,double,"min, max",4096,1.0,68542420.0,1190681.0196969921
ADD,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",1024,0.001,269872.4,23030.21409269909
ADD,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",1024,0.01,698600.8,74447.47503784875
ADD,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",1024,0.05,1817626.2,300381.35776960454
ADD,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",1024,0.1,3325058.0,293549.475171279
ADD,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",1024,0.2,5733221.0,155760.24956109098
ADD,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",1024,0.25,9820153.0,4679741.133182594
ADD,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",1024,1.0,7879226.0,53771.14347966858
ADD,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",2048,0.001,563185.2,37539.26612021664
ADD,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",2048,0.01,1645212.2,239827.06056091524
ADD,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",2048,0.05,5610283.0,1116470.9915328943
ADD,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",2048,0.1,10615714.0,1706401.0029441756
ADD,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",2048,0.2,24932130.0,4938178.980611735
ADD,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",2048,0.25,37705710.0,127433.62934833515
ADD,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",2048,1.0,37651990.0,17488.56451767549
ADD,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,0.001,1146306.7,98715.7922185931
ADD,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,0.01,4848719.0,880725.7782136276
ADD,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,0.05,20679770.0,3415825.8445229772
ADD,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,0.1,39892300.0,6853461.180714133
ADD,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,0.2,96337070.0,19029206.514201038
ADD,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,0.25,149166200.0,1560897.1636708032
ADD,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,1.0,148135800.0,1235103.8462862605
ADD,double,numDistinct,1024,0.001,151355.2,21415.374989842123
ADD,double,numDistinct,1024,0.01,1728919.5,299049.5305542582
ADD,double,numDistinct,1024,0.05,9308648.0,1717340.9012242672
ADD,double,numDistinct,1024,0.1,20860020.0,3409700.5547245475
ADD,double,numDistinct,1024,0.2,47492570.0,7811382.2656499855
ADD,double,numDistinct,1024,0.25,60488990.0,8847987.379492959
ADD,double,numDistinct,1024,1.0,211607900.0,3617546.2663093726
ADD,double,numDistinct,2048,0.001,644502.9,120162.29728759904
ADD,double,numDistinct,2048,0.01,6814974.0,1235201.3980741946
ADD,double,numDistinct,2048,0.05,50183060.0,9743648.275580468
ADD,double,numDistinct,2048,0.1,147394080.0,30798895.33043533
ADD,double,numDistinct,2048,0.2,452627800.0,96596623.73878981
ADD,double,numDistinct,2048,0.25,581378500.0,115229787.28537744
ADD,double,numDistinct,2048,1.0,1398137000.0,13273219.529061759
ADD,double,numDistinct,4096,0.001,2602015.0,436105.76396226534
ADD,double,numDistinct,4096,0.01,34243380.0,6456385.337667234
ADD,double,numDistinct,4096,0.05,486196100.0,108249885.70427632
ADD,double,numDistinct,4096,0.1,1079580600.0,182906374.22596538
ADD,double,numDistinct,4096,0.2,2539779000.0,460955668.73977506
ADD,double,numDistinct,4096,0.25,3047730000.0,375009122.4964475
ADD,double,numDistinct,4096,1.0,7351860000.0,52714919.03521129
ADD,double,numDistinctApprox,1024,0.001,105501.2,8904.04131466905
ADD,double,numDistinctApprox,1024,0.01,602767.5,56588.25253678246
