result_repr,element_type,analysis,n,sparsity,mean_ns,std_ns
DenseMatrix,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",2048,0.2,115072.8,19373.467817840174
DenseMatrix,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",2048,0.25,105085.3,13346.476639090099
DenseMatrix,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",2048,1.0,133650.4,15085.881870882533
DenseMatrix,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,0.001,69364.9,13954.551980944743
DenseMatrix,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,0.01,93457.7,12744.900889288143
DenseMatrix,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,0.05,110904.8,13802.24650635621
DenseMatrix,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,0.1,108737.3,13208.300320042865
DenseMatrix,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,0.2,128133.1,18625.79852098815
DenseMatrix,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,0.25,120782.0,12162.403316961841
DenseMatrix,double,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,1.0,173528.1,28060.849042551956
DenseMatrix,double,numDistinct,1024,0.001,9838.6,4282.247286439939
DenseMatrix,double,numDistinct,1024,0.01,18706.5,2604.3700133941543
DenseMatrix,double,numDistinct,1024,0.05,21990.4,381.80076246940894
DenseMatrix,double,numDistinct,1024,0.1,22361.9,297.4149551645908
DenseMatrix,double,numDistinct,1024,0.2,24608.1,670.6297952091174
DenseMatrix,double,numDistinct,1024,0.25,24929.2,413.1894373179343
DenseMatrix,double,numDistinct,1024,1.0,34561.4,1578.3191622031889
DenseMatrix,double,numDistinct,2048,0.001,15149.7,3400.589689058846
DenseMatrix,double,numDistinct,2048,0.01,24003.6,618.8236510599048
DenseMatrix,double,numDistinct,2048,0.05,26166.8,449.50511058768177
DenseMatrix,double,numDistinct,2048,0.1,27946.1,507.1932460994423
DenseMatrix,double,numDistinct,2048,0.2,28744.2,556.3709394120278
DenseMatrix,double,numDistinct,2048,0.25,29963.7,2333.924546528634
DenseMatrix,double,numDistinct,2048,1.0,45481.8,6359.75076031548
DenseMatrix,double,numDistinct,4096,0.001,28173.0,3162.5804864593306
DenseMatrix,double,numDistinct,4096,0.01,32831.5,286.4189821456212
DenseMatrix,double,numDistinct,4096,0.05,35407.2,472.82738217380535
DenseMatrix,double,numDistinct,4096,0.1,35810.8,569.3955469521072
DenseMatrix,double,numDistinct,4096,0.2,36182.0,529.6464229401852
DenseMatrix,double,numDistinct,4096,0.25,39109.9,2999.6624050790188
DenseMatrix,double,numDistinct,4096,1.0,72180.6,14184.33963684363
DenseMatrix,double,numDistinctApprox,1024,0.001,24602.0,18685.275688508198
DenseMatrix,double,numDistinctApprox,1024,0.01,60401.2,11092.628731629748
DenseMatrix,double,numDistinctApprox,1024,0.05,75934.0,9229.564646046721
DenseMatrix,double,numDistinctApprox,1024,0.1,85946.0,18003.41064601063
DenseMatrix,double,numDistinctApprox,1024,0.2,85831.0,11176.112074917246
DenseMatrix,double,numDistinctApprox,1024,0.25,88787.8,12781.744454059817
DenseMatrix,double,numDistinctApprox,1024,1.0,97200.9,13348.957158186968
DenseMatrix,double,numDistinctApprox,2048,0.001,34524.9,13040.649570136877
DenseMatrix,double,numDistinctApprox,2048,0.01,73160.8,5616.951423048707
DenseMatrix,double,numDistinctApprox,2048,0.05,83158.2,9187.59959946013
DenseMatrix,double,numDistinctApprox,2048,0.1,90193.5,14960.41981919848
DenseMatrix,double,numDistinctApprox,2048,0.2,93632.9,16447.946115954215
DenseMatrix,double,numDistinctApprox,2048,0.25,99503.0,13740.280306052304
DenseMatrix,double,numDistinctApprox,2048,1.0,115982.0,18635.794691340045
DenseMatrix,double,numDistinctApprox,4096,0.001,65689.4,11902.52719383577
DenseMatrix,double,numDistinctApprox,4096,0.01,89096.8,13315.556781449286
DenseMatrix,double,numDistinctApprox,4096,0.05,92969.6,8420.388684615456
DenseMatrix,double,numDistinctApprox,4096,0.1,102665.0,11537.43226776796
DenseMatrix,double,numDistinctApprox,4096,0.2,110911.8,13345.309311597923
DenseMatrix,double,numDistinctApprox,4096,0.25,107219.7,5600.107936459797
DenseMatrix,double,numDistinctApprox,4096,1.0,143366.2,24750.613176691648
DenseMatrix,double,sparsity,1024,0.001,4645.2,426.96364664401534
DenseMatrix,double,sparsity,1024,0.01,5313.1,277.74906740517486
DenseMatrix,double,sparsity,1024,0.05,5407.4,89.44669424361705
DenseMatrix,double,sparsity,1024,0.1,5188.0,78.67231618131841
DenseMatrix,double,sparsity,1024,0.2,4847.0,135.12874519426947
DenseMatrix,double,sparsity,1024,0.25,4708.6,168.4077063425413
DenseMatrix,double,sparsity,1024,1.0,4287.8,114.73525080714208
DenseMatrix,double,sparsity,2048,0.001,8426.6,288.43493392984
DenseMatrix,double,sparsity,2048,0.01,9130.8,87.17899849033458
DenseMatrix,double,sparsity,2048,0.05,8893.7,85.17700524332959
DenseMatrix,double,sparsity,2048,0.1,8454.2,174.26212694928537
DenseMatrix,double,sparsity,2048,0.2,7762.7,254.32527291727115
DenseMatrix,double,sparsity,2048,0.25,7360.8,292.8013357589446
DenseMatrix,double,sparsity,2048,1.0,6397.9,118.45528926795768
DenseMatrix,double,sparsity,4096,0.001,16564.3,662.7147953682638
DenseMatrix,double,sparsity,4096,0.01,16566.0,136.1020858685782
DenseMatrix,double,sparsity,4096,0.05,15983.4,173.39370743420233
DenseMatrix,double,sparsity,4096,0.1,15116.2,318.93461538203877
DenseMatrix,double,sparsity,4096,0.2,13514.5,423.79063227022846
DenseMatrix,double,sparsity,4096,0.25,12889.6,576.6397296213447
DenseMatrix,double,sparsity,4096,1.0,10805.2,188.93784986368178
DenseMatrix,double,symmetry,1024,0.001,5695.2,3473.762379131115
DenseMatrix,double,symmetry,1024,0.01,7337.6,6151.6445172544445
DenseMatrix,double,symmetry,1024,0.05,8855.9,8359.315993415836
DenseMatrix,double,symmetry,1024,0.1,11078.2,8098.365881803288
DenseMatrix,double,symmetry,1024,0.2,11351.6,8013.075470060724
DenseMatrix,double,symmetry,1024,0.25,11169.2,7738.05359965354
DenseMatrix,double,symmetry,1024,1.0,14537.3,5137.326824331892
DenseMatrix,double,symmetry,2048,0.001,9574.8,3293.195503188692
DenseMatrix,double,symmetry,2048,0.01,11751.3,8183.182185297952
DenseMatrix,double,symmetry,2048,0.05,14656.2,7756.373362166968
DenseMatrix,double,symmetry,2048,0.1,14878.1,7728.429356746571
DenseMatrix,double,symmetry,2048,0.2,16567.8,6858.193506877579
DenseMatrix,double,symmetry,2048,0.25,16002.9,6933.261160682051
DenseMatrix,double,symmetry,2048,1.0,16024.2,5861.603133007974
DenseMatrix,double,symmetry,4096,0.001,19211.3,6715.553655507489
DenseMatrix,double,symmetry,4096,0.01,19088.1,7868.037288083138
DenseMatrix,double,symmetry,4096,0.05,22381.3,7890.650558308442
DenseMatrix,double,symmetry,4096,0.1,23770.5,6477.608444994701
DenseMatrix,double,symmetry,4096,0.2,22924.6,6137.223389557637
DenseMatrix,double,symmetry,4096,0.25,21997.6,6021.093887326454
DenseMatrix,double,symmetry,4096,1.0,20336.1,5373.699128367928
DenseMatrix,int64_t,min,1024,0.001,6606.0,2151.355851550366
DenseMatrix,int64_t,min,1024,0.01,10416.5,1330.380501126568
DenseMatrix,int64_t,min,1024,0.05,11022.1,217.20366786344414
DenseMatrix,int64_t,min,1024,0.1,10903.3,158.3161745088327
DenseMatrix,int64_t,min,1024,0.2,10850.6,425.6556250199348
DenseMatrix,int64_t,min,1024,0.25,10601.1,178.55559358362325
DenseMatrix,int64_t,min,1024,1.0,10216.7,113.375531359774
DenseMatrix,int64_t,min,2048,0.001,11124.2,1658.5765516785102
DenseMatrix,int64_t,min,2048,0.01,14936.5,651.5593688307389
DenseMatrix,int64_t,min,2048,0.05,14507.3,175.61956990419196
DenseMatrix,int64_t,min,2048,0.1,14198.0,312.46902068667356
DenseMatrix,int64_t,min,2048,0.2,13397.5,231.54709144266002
DenseMatrix,int64_t,min,2048,0.25,13139.6,310.50432095758885
DenseMatrix,int64_t,min,2048,1.0,12271.0,169.2375056934286
DenseMatrix,int64_t,min,4096,0.001,20893.2,1674.1495884312242
DenseMatrix,int64_t,min,4096,0.01,22382.7,549.2928888833153
DenseMatrix,int64_t,min,4096,0.05,21166.9,735.7654291054092
DenseMatrix,int64_t,min,4096,0.1,20453.7,780.5745818163555
DenseMatrix,int64_t,min,4096,0.2,18959.3,529.6097200350042
DenseMatrix,int64_t,min,4096,0.25,18404.1,658.4389704276151
DenseMatrix,int64_t,min,4096,1.0,16737.4,625.9970180972643
DenseMatrix,int64_t,"min, max",1024,0.001,5071.3,2006.4208071976218
DenseMatrix,int64_t,"min, max",1024,0.01,9955.9,1270.6609347544734
DenseMatrix,int64_t,"min, max",1024,0.05,10905.4,249.35436631428786
DenseMatrix,int64_t,"min, max",1024,0.1,10934.8,124.32913308365553
DenseMatrix,int64_t,"min, max",1024,0.2,10673.2,152.54711476203744
DenseMatrix,int64_t,"min, max",1024,0.25,10584.7,187.35886540125202
DenseMatrix,int64_t,"min, max",1024,1.0,10522.5,439.3204980421471
DenseMatrix,int64_t,"min, max",2048,0.001,8510.4,1997.1666152048729
DenseMatrix,int64_t,"min, max",2048,0.01,13883.2,608.5919632872075
DenseMatrix,int64_t,"min, max",2048,0.05,14283.3,388.4007237663471
DenseMatrix,int64_t,"min, max",2048,0.1,14089.3,399.6932295871142
DenseMatrix,int64_t,"min, max",2048,0.2,13507.9,402.97158708772514
DenseMatrix,int64_t,"min, max",2048,0.25,13131.2,295.8317089157279
DenseMatrix,int64_t,"min, max",2048,1.0,12483.6,158.665406157458
DenseMatrix,int64_t,"min, max",4096,0.001,16024.2,1667.788742283893
DenseMatrix,int64_t,"min, max",4096,0.01,20833.9,800.8922038715463
DenseMatrix,int64_t,"min, max",4096,0.05,20531.7,439.6994048968756
DenseMatrix,int64_t,"min, max",4096,0.1,20440.8,496.2158580474607
DenseMatrix,int64_t,"min, max",4096,0.2,19089.1,685.0569238310703
DenseMatrix,int64_t,"min, max",4096,0.25,18331.9,674.2301700622882
DenseMatrix,int64_t,"min, max",4096,1.0,17037.1,327.55608510435144
DenseMatrix,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",1024,0.001,24844.1,19777.723616061918
DenseMatrix,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",1024,0.01,62756.0,8677.645750880694
DenseMatrix,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",1024,0.05,90699.3,18801.673400997526
DenseMatrix,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",1024,0.1,84469.3,14238.313133935495
DenseMatrix,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",1024,0.2,92467.9,18592.821777652673
DenseMatrix,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",1024,0.25,98266.5,17504.763943630376
DenseMatrix,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",1024,1.0,108215.2,12713.440523931968
DenseMatrix,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",2048,0.001,35014.9,13638.871747488662
DenseMatrix,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",2048,0.01,85984.7,17084.93003302423
DenseMatrix,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",2048,0.05,102709.9,19737.8943853357
DenseMatrix,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",2048,0.1,110030.4,18245.32659310019
DenseMatrix,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",2048,0.2,106612.6,15419.250177763004
DenseMatrix,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",2048,0.25,106466.9,11630.229800442941
DenseMatrix,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",2048,1.0,136290.7,16530.575798602218
DenseMatrix,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,0.001,64924.5,13424.850144001202
DenseMatrix,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,0.01,89238.3,10935.846124354328
DenseMatrix,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,0.05,107143.6,11202.56830870096
DenseMatrix,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,0.1,115805.5,18538.396713907652
DenseMatrix,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,0.2,117916.6,3745.9940143512727
DenseMatrix,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,0.25,125371.7,9620.321397380072
DenseMatrix,int64_t,"min, max, mean, sparsity, symmetry, numDistinctApprox",4096,1.0,178030.3,11484.376527845703
DenseMatrix,int64_t,numDistinct,1024,0.001,13398.0,8265.74031099991
DenseMatrix,int64_t,numDistinct,1024,0.01,31006.8,5000.869253328755
DenseMatrix,int64_t,numDistinct,1024,0.05,35569.2,626.0242806792717
DenseMatrix,int64_t,numDistinct,1024,0.1,35838.9,392.96266432773814
DenseMatrix,int64_t,numDistinct,1024,0.2,36098.9,469.25767619365195
DenseMatrix,int64_t,numDistinct,1024,0.25,35983.9,658.4728881620309
DenseMatrix,int64_t,numDistinct,1024,1.0,36410.1,3213.7413451199413
DenseMatrix,int64_t,numDistinct,2048,0.001,20756.5,6470.340541441557
DenseMatrix,int64_t,numDistinct,2048,0.01,37377.5,1304.8075422154116
DenseMatrix,int64_t,numDistinct,2048,0.05,39290.7,400.8790479821951
DenseMatrix,int64_t,numDistinct,2048,0.1,39275.7,327.47384967692017
DenseMatrix,int64_t,numDistinct,2048,0.2,39160.4,641.7651353017621
DenseMatrix,int64_t,numDistinct,2048,0.25,39026.6,1146.798267641989
DenseMatrix,int64_t,numDistinct,2048,1.0,39104.1,4563.57458456514
DenseMatrix,int64_t,numDistinct,4096,0.001,38931.4,6198.291130088465
DenseMatrix,int64_t,numDistinct,4096,0.01,46308.9,661.833555779363
DenseMatrix,int64_t,numDistinct,4096,0.05,46511.8,426.0111631296889
DenseMatrix,int64_t,numDistinct,4096,0.1,45780.2,296.5313549094668
DenseMatrix,int64_t,numDistinct,4096,0.2,47905.8,9398.693216494396
DenseMatrix,int64_t,numDistinct,4096,0.25,44899.6,1926.8816027745736
DenseMatrix,int64_t,numDistinct,4096,1.0,43332.8,3356.772517364461
DenseMatrix,int64_t,numDistinctApprox,1024,0.001,24685.0,18778.357347400404
DenseMatrix,int64_t,numDistinctApprox,1024,0.01,60662.4,9839.384806875772
DenseMatrix,int64_t,numDistinctApprox,1024,0.05,75441.4,10412.681106334825
DenseMatrix,int64_t,numDistinctApprox,1024,0.1,83876.2,5855.355550453127
DenseMatrix,int64_t,numDistinctApprox,1024,0.2,84219.3,13193.935004387431
DenseMatrix,int64_t,numDistinctApprox,1024,0.25,85672.4,12983.46012946215
DenseMatrix,int64_t,numDistinctApprox,1024,1.0,94036.3,15061.245094243997
DenseMatrix,int64_t,numDistinctApprox,2048,0.001,33784.3,12377.209863741955
DenseMatrix,int64_t,numDistinctApprox,2048,0.01,73146.7,6402.301739739128
DenseMatrix,int64_t,numDistinctApprox,2048,0.05,82549.5,6866.93721554393
DenseMatrix,int64_t,numDistinctApprox,2048,0.1,90766.8,14819.414284422084
DenseMatrix,int64_t,numDistinctApprox,2048,0.2,93238.1,8556.986066626756
DenseMatrix,int64_t,numDistinctApprox,2048,0.25,93586.5,6703.478222369174
DenseMatrix,int64_t,numDistinctApprox,2048,1.0,122986.9,16068.522828118887
DenseMatrix,int64_t,numDistinctApprox,4096,0.001,64514.1,11331.281171557295
DenseMatrix,int64_t,numDistinctApprox,4096,0.01,78850.3,3209.9560415820165
DenseMatrix,int64_t,numDistinctApprox,4096,0.05,93971.4,10459.188084061678
DenseMatrix,int64_t,numDistinctApprox,4096,0.1,99745.8,9636.999738277238
DenseMatrix,int64_t,numDistinctApprox,4096,0.2,112004.3,12234.727895534817
DenseMatrix,int64_t,numDistinctApprox,4096,0.25,106698.1,11892.612463673031
DenseMatrix,int64_t,numDistinctApprox,4096,1.0,164116.1,19624.84557589633
DenseMatrix,int64_t,sparsity,1024,0.001,3313.3,470.1621587873226
DenseMatrix,int64_t,sparsity,1024,0.01,4912.7,203.17811015078485
DenseMatrix,int64_t,sparsity,1024,0.05,5087.2,222.62963763963583
DenseMatrix,int64_t,sparsity,1024,0.1,4846.4,196.26524003104677
DenseMatrix,int64_t,sparsity,1024,0.2,4618.9,181.47326096272258
DenseMatrix,int64_t,sparsity,1024,0.25,4500.6,188.16907291050782
DenseMatrix,int64_t,sparsity,1024,1.0,4245.4,182.548745392688
DenseMatrix,int64_t,sparsity,2048,0.001,5755.2,482.28156828880674
DenseMatrix,int64_t,sparsity,2048,0.01,8179.5,378.91049954661673
DenseMatrix,int64_t,sparsity,2048,0.05,8231.5,551.7215984735619
DenseMatrix,int64_t,sparsity,2048,0.1,7840.4,290.6476293459907
DenseMatrix,int64_t,sparsity,2048,0.2,7546.6,459.5969732034554
DenseMatrix,int64_t,sparsity,2048,0.25,6939.6,306.9951863538652
DenseMatrix,int64_t,sparsity,2048,1.0,6283.3,141.33494495936466
DenseMatrix,int64_t,sparsity,4096,0.001,11363.8,708.8919052530742
DenseMatrix,int64_t,sparsity,4096,0.01,14304.3,320.5956435553464
DenseMatrix,int64_t,sparsity,4096,0.05,14822.5,695.3744395008425
DenseMatrix,int64_t,sparsity,4096,0.1,14152.7,518.403542940568
DenseMatrix,int64_t,sparsity,4096,0.2,12745.3,649.7208032857054
DenseMatrix,int64_t,sparsity,4096,0.25,12097.6,655.0175909427504
DenseMatrix,int64_t,sparsity,4096,1.0,10918.2,303.5170871997522
DenseMatrix,int64_t,symmetry,1024,0.001,5395.3,3154.913207117502
DenseMatrix,int64_t,symmetry,1024,0.01,6870.3,5630.48397465874
DenseMatrix,int64_t,symmetry,1024,0.05,8447.9,8025.7890086340485
DenseMatrix,int64_t,symmetry,1024,0.1,10253.0,7209.487221710016
DenseMatrix,int64_t,symmetry,1024,0.2,11369.8,7974.674912217773
DenseMatrix,int64_t,symmetry,1024,0.25,10806.4,7607.919487831961
DenseMatrix,int64_t,symmetry,1024,1.0,14787.6,4512.0753096551925
DenseMatrix,int64_t,symmetry,2048,0.001,8926.9,2952.056663488092
DenseMatrix,int64_t,symmetry,2048,0.01,11086.4,7548.370378947881
DenseMatrix,int64_t,symmetry,2048,0.05,14130.9,7961.439518774925
DenseMatrix,int64_t,symmetry,2048,0.1,14391.9,7728.483571970781
DenseMatrix,int64_t,symmetry,2048,0.2,16140.4,6433.46119389348
DenseMatrix,int64_t,symmetry,2048,0.25,15831.4,6311.793391915028
DenseMatrix,int64_t,symmetry,2048,1.0,16607.9,4990.144185180313
DenseMatrix,int64_t,symmetry,4096,0.001,18674.5,6288.930968155259
DenseMatrix,int64_t,symmetry,4096,0.01,17678.5,7469.953283358308
DenseMatrix,int64_t,symmetry,4096,0.05,20846.1,7273.411005543105
DenseMatrix,int64_t,symmetry,4096,0.1,22344.0,6429.55179015009
DenseMatrix,int64_t,symmetry,4096,0.2,21787.1,5441.565633569483
DenseMatrix,int64_t,symmetry,4096,0.25,21024.1,5355.078927730405
DenseMatrix,int64_t,symmetry,4096,1.0,20161.1,4622.180953474958
